id	hate_type	hate_severity	to_whom	model
454694	Abusive	Mild	Society	xlm-roberta-base
531585	None	Little to None	None	xlm-roberta-base
905729	None	Little to None	None	xlm-roberta-base
826344	None	Little to None	None	xlm-roberta-base
622615	Political Hate	Mild	Organization	xlm-roberta-base
341026	Abusive	Mild	Individual	xlm-roberta-base
756812	None	Little to None	None	xlm-roberta-base
446998	None	Little to None	None	xlm-roberta-base
507755	None	Little to None	None	xlm-roberta-base
252185	None	Little to None	None	xlm-roberta-base
677872	Political Hate	Little to None	Individual	xlm-roberta-base
573406	None	Little to None	None	xlm-roberta-base
708512	None	Little to None	Community	xlm-roberta-base
35865	Political Hate	Mild	Organization	xlm-roberta-base
521314	None	Little to None	None	xlm-roberta-base
629720	None	Little to None	None	xlm-roberta-base
579590	None	Little to None	None	xlm-roberta-base
420676	Political Hate	Little to None	None	xlm-roberta-base
888468	Profane	Severe	Individual	xlm-roberta-base
507098	None	Little to None	None	xlm-roberta-base
33791	None	Little to None	None	xlm-roberta-base
628771	Abusive	Little to None	Community	xlm-roberta-base
197579	Political Hate	Severe	Organization	xlm-roberta-base
228413	None	Little to None	None	xlm-roberta-base
607208	None	Little to None	None	xlm-roberta-base
482851	Abusive	Little to None	Individual	xlm-roberta-base
641065	None	Little to None	None	xlm-roberta-base
154089	None	Little to None	None	xlm-roberta-base
21246	None	Little to None	None	xlm-roberta-base
99970	None	Little to None	None	xlm-roberta-base
243706	Abusive	Mild	Community	xlm-roberta-base
366232	None	Little to None	None	xlm-roberta-base
799431	Abusive	Mild	Community	xlm-roberta-base
151836	Profane	Severe	Individual	xlm-roberta-base
384383	None	Little to None	None	xlm-roberta-base
430350	Abusive	Severe	Individual	xlm-roberta-base
321512	None	Little to None	None	xlm-roberta-base
791877	Political Hate	Little to None	Organization	xlm-roberta-base
369126	Religious Hate	Mild	Community	xlm-roberta-base
769210	None	Little to None	None	xlm-roberta-base
389866	None	Little to None	None	xlm-roberta-base
124392	Abusive	Mild	Organization	xlm-roberta-base
111565	Abusive	Mild	Community	xlm-roberta-base
87928	Political Hate	Mild	Organization	xlm-roberta-base
507897	Abusive	Mild	Community	xlm-roberta-base
284276	Abusive	Mild	None	xlm-roberta-base
211557	None	Little to None	None	xlm-roberta-base
407528	Abusive	Mild	Community	xlm-roberta-base
656024	None	Little to None	None	xlm-roberta-base
163256	None	Little to None	None	xlm-roberta-base
701482	None	Little to None	None	xlm-roberta-base
28613	None	Little to None	None	xlm-roberta-base
393451	None	Little to None	None	xlm-roberta-base
130986	None	Little to None	None	xlm-roberta-base
47847	None	Little to None	None	xlm-roberta-base
474831	Religious Hate	Mild	Community	xlm-roberta-base
262358	Abusive	Mild	Organization	xlm-roberta-base
809182	None	Little to None	None	xlm-roberta-base
912597	None	Little to None	None	xlm-roberta-base
491193	None	Little to None	None	xlm-roberta-base
605569	None	Little to None	None	xlm-roberta-base
380424	Religious Hate	Little to None	Community	xlm-roberta-base
603456	Abusive	Severe	Individual	xlm-roberta-base
107100	Political Hate	Mild	Organization	xlm-roberta-base
626831	None	Little to None	None	xlm-roberta-base
447213	None	Little to None	None	xlm-roberta-base
697862	None	Little to None	None	xlm-roberta-base
91497	None	Little to None	None	xlm-roberta-base
652526	None	Little to None	None	xlm-roberta-base
24792	None	Little to None	None	xlm-roberta-base
571083	Abusive	Severe	Individual	xlm-roberta-base
890268	Abusive	Mild	Individual	xlm-roberta-base
5297	None	Little to None	None	xlm-roberta-base
920594	Profane	Severe	Community	xlm-roberta-base
172944	Political Hate	Mild	Community	xlm-roberta-base
624079	None	Little to None	None	xlm-roberta-base
770329	None	Little to None	None	xlm-roberta-base
692607	Abusive	Mild	Organization	xlm-roberta-base
3052	None	Little to None	None	xlm-roberta-base
844455	Abusive	Severe	Individual	xlm-roberta-base
814896	Profane	Severe	Individual	xlm-roberta-base
110591	Political Hate	Little to None	Organization	xlm-roberta-base
180575	None	Little to None	None	xlm-roberta-base
254322	None	Little to None	None	xlm-roberta-base
574720	None	Little to None	None	xlm-roberta-base
622377	None	Little to None	None	xlm-roberta-base
623083	Political Hate	Mild	Individual	xlm-roberta-base
668718	Abusive	Little to None	Community	xlm-roberta-base
633172	None	Little to None	None	xlm-roberta-base
6790	None	Little to None	None	xlm-roberta-base
850984	Political Hate	Severe	Organization	xlm-roberta-base
500524	Political Hate	Little to None	Organization	xlm-roberta-base
581344	None	Little to None	None	xlm-roberta-base
654769	None	Little to None	None	xlm-roberta-base
706547	None	Little to None	None	xlm-roberta-base
603782	None	Little to None	None	xlm-roberta-base
302171	None	Little to None	None	xlm-roberta-base
744717	None	Little to None	None	xlm-roberta-base
512972	None	Little to None	None	xlm-roberta-base
781353	None	Little to None	None	xlm-roberta-base
384814	None	Little to None	None	xlm-roberta-base
15032	None	Little to None	None	xlm-roberta-base
251425	Abusive	Mild	Organization	xlm-roberta-base
813466	None	Little to None	None	xlm-roberta-base
675844	None	Little to None	None	xlm-roberta-base
2583	Religious Hate	Mild	Society	xlm-roberta-base
659227	None	Little to None	None	xlm-roberta-base
169886	None	Little to None	None	xlm-roberta-base
381979	Political Hate	Little to None	Society	xlm-roberta-base
299641	Abusive	Little to None	None	xlm-roberta-base
704171	None	Little to None	None	xlm-roberta-base
618279	Abusive	Mild	Community	xlm-roberta-base
641060	None	Little to None	None	xlm-roberta-base
562096	None	Little to None	None	xlm-roberta-base
318122	Profane	Severe	Individual	xlm-roberta-base
451639	None	Little to None	None	xlm-roberta-base
653504	None	Little to None	None	xlm-roberta-base
144836	None	Little to None	None	xlm-roberta-base
426811	Abusive	Mild	Society	xlm-roberta-base
399359	None	Little to None	None	xlm-roberta-base
610564	Political Hate	Little to None	Organization	xlm-roberta-base
246780	None	Little to None	None	xlm-roberta-base
838887	None	Little to None	None	xlm-roberta-base
144994	None	Little to None	None	xlm-roberta-base
854277	None	Little to None	None	xlm-roberta-base
865313	None	Little to None	None	xlm-roberta-base
578428	None	Little to None	None	xlm-roberta-base
187917	None	Little to None	None	xlm-roberta-base
348388	Abusive	Mild	Organization	xlm-roberta-base
741123	None	Little to None	None	xlm-roberta-base
634544	None	Little to None	None	xlm-roberta-base
778366	Abusive	Little to None	None	xlm-roberta-base
441000	None	Little to None	None	xlm-roberta-base
377994	None	Little to None	None	xlm-roberta-base
362805	None	Little to None	None	xlm-roberta-base
12475	None	Little to None	None	xlm-roberta-base
460383	Abusive	Mild	Society	xlm-roberta-base
870913	None	Little to None	None	xlm-roberta-base
2715	None	Little to None	None	xlm-roberta-base
921356	None	Little to None	None	xlm-roberta-base
196647	Political Hate	Severe	Organization	xlm-roberta-base
824151	None	Little to None	None	xlm-roberta-base
382540	Abusive	Mild	Organization	xlm-roberta-base
1087	None	Little to None	None	xlm-roberta-base
380610	Abusive	Mild	Society	xlm-roberta-base
416517	None	Little to None	None	xlm-roberta-base
456028	Profane	Severe	Community	xlm-roberta-base
431471	None	Little to None	None	xlm-roberta-base
453235	Political Hate	Mild	Organization	xlm-roberta-base
927587	None	Little to None	None	xlm-roberta-base
422259	None	Little to None	None	xlm-roberta-base
896697	Abusive	Little to None	None	xlm-roberta-base
42562	None	Little to None	None	xlm-roberta-base
197313	Political Hate	Mild	Individual	xlm-roberta-base
690302	Abusive	Mild	Community	xlm-roberta-base
925174	None	Little to None	None	xlm-roberta-base
535584	None	Little to None	None	xlm-roberta-base
931365	None	Little to None	None	xlm-roberta-base
227393	Abusive	Little to None	None	xlm-roberta-base
329379	None	Little to None	None	xlm-roberta-base
56445	None	Little to None	None	xlm-roberta-base
546158	Political Hate	Mild	Organization	xlm-roberta-base
258725	None	Little to None	None	xlm-roberta-base
175825	None	Little to None	None	xlm-roberta-base
937532	None	Little to None	None	xlm-roberta-base
833099	None	Little to None	None	xlm-roberta-base
321436	None	Little to None	None	xlm-roberta-base
755018	None	Little to None	None	xlm-roberta-base
798262	Political Hate	Mild	Organization	xlm-roberta-base
866278	None	Little to None	None	xlm-roberta-base
210321	Political Hate	Mild	Organization	xlm-roberta-base
363164	None	Little to None	None	xlm-roberta-base
370542	Abusive	Little to None	Individual	xlm-roberta-base
132703	None	Little to None	None	xlm-roberta-base
601946	Abusive	Mild	Society	xlm-roberta-base
897150	None	Little to None	None	xlm-roberta-base
256376	None	Little to None	None	xlm-roberta-base
240015	None	Little to None	None	xlm-roberta-base
259547	Abusive	Severe	Individual	xlm-roberta-base
67131	None	Little to None	None	xlm-roberta-base
923885	Abusive	Mild	Individual	xlm-roberta-base
226135	None	Little to None	None	xlm-roberta-base
662300	None	Little to None	None	xlm-roberta-base
677456	Political Hate	Mild	Organization	xlm-roberta-base
485008	Abusive	Mild	Community	xlm-roberta-base
529942	Profane	Severe	Organization	xlm-roberta-base
914346	None	Little to None	None	xlm-roberta-base
298173	Political Hate	Severe	Organization	xlm-roberta-base
446809	None	Little to None	None	xlm-roberta-base
671424	None	Little to None	None	xlm-roberta-base
793955	Political Hate	Little to None	None	xlm-roberta-base
157776	Abusive	Mild	Organization	xlm-roberta-base
283469	None	Little to None	None	xlm-roberta-base
206317	None	Little to None	None	xlm-roberta-base
33066	None	Little to None	None	xlm-roberta-base
36214	Political Hate	Mild	Organization	xlm-roberta-base
683112	None	Little to None	None	xlm-roberta-base
831416	Abusive	Severe	Community	xlm-roberta-base
473865	None	Little to None	None	xlm-roberta-base
783655	Political Hate	Little to None	Society	xlm-roberta-base
344565	None	Little to None	None	xlm-roberta-base
240377	None	Little to None	None	xlm-roberta-base
205517	None	Little to None	None	xlm-roberta-base
624990	None	Little to None	None	xlm-roberta-base
114646	Profane	Severe	Individual	xlm-roberta-base
860260	Political Hate	Mild	Organization	xlm-roberta-base
321233	None	Little to None	None	xlm-roberta-base
287639	Political Hate	Mild	Organization	xlm-roberta-base
698525	None	Little to None	None	xlm-roberta-base
640865	None	Little to None	None	xlm-roberta-base
493551	None	Little to None	None	xlm-roberta-base
329369	None	Little to None	None	xlm-roberta-base
687000	Profane	Severe	Individual	xlm-roberta-base
938515	None	Little to None	None	xlm-roberta-base
71327	Abusive	Mild	Community	xlm-roberta-base
82872	Abusive	Mild	Organization	xlm-roberta-base
564549	None	Little to None	None	xlm-roberta-base
93050	Political Hate	Mild	Individual	xlm-roberta-base
684599	None	Little to None	None	xlm-roberta-base
923214	None	Little to None	None	xlm-roberta-base
712666	None	Little to None	None	xlm-roberta-base
516447	None	Little to None	None	xlm-roberta-base
789503	None	Little to None	None	xlm-roberta-base
126197	Profane	Severe	Organization	xlm-roberta-base
83510	None	Little to None	None	xlm-roberta-base
693378	None	Little to None	None	xlm-roberta-base
766830	Abusive	Mild	Society	xlm-roberta-base
917369	Abusive	Mild	Individual	xlm-roberta-base
140689	Profane	Severe	Individual	xlm-roberta-base
828319	None	Little to None	None	xlm-roberta-base
441784	Abusive	Little to None	None	xlm-roberta-base
584069	Abusive	Mild	Individual	xlm-roberta-base
595722	None	Little to None	None	xlm-roberta-base
587975	Abusive	Mild	Individual	xlm-roberta-base
737847	None	Little to None	None	xlm-roberta-base
355260	None	Little to None	None	xlm-roberta-base
208807	None	Little to None	None	xlm-roberta-base
698527	None	Little to None	None	xlm-roberta-base
342704	None	Little to None	None	xlm-roberta-base
281083	None	Little to None	None	xlm-roberta-base
594110	Abusive	Mild	Organization	xlm-roberta-base
208175	Political Hate	Mild	Individual	xlm-roberta-base
536181	None	Little to None	None	xlm-roberta-base
562508	None	Little to None	None	xlm-roberta-base
844368	Political Hate	Severe	Organization	xlm-roberta-base
355570	Abusive	Mild	Individual	xlm-roberta-base
576652	Abusive	Mild	Individual	xlm-roberta-base
230254	Political Hate	Mild	Individual	xlm-roberta-base
396913	None	Little to None	None	xlm-roberta-base
160607	None	Little to None	None	xlm-roberta-base
775615	None	Little to None	None	xlm-roberta-base
634523	Political Hate	Little to None	Organization	xlm-roberta-base
313291	Abusive	Mild	Individual	xlm-roberta-base
631046	Abusive	Little to None	Community	xlm-roberta-base
550426	Political Hate	Severe	Individual	xlm-roberta-base
807498	Abusive	Mild	Society	xlm-roberta-base
388081	None	Little to None	None	xlm-roberta-base
532701	None	Little to None	None	xlm-roberta-base
506934	None	Little to None	None	xlm-roberta-base
322440	None	Little to None	None	xlm-roberta-base
507780	None	Little to None	None	xlm-roberta-base
133106	Political Hate	Mild	Organization	xlm-roberta-base
584019	Political Hate	Little to None	Individual	xlm-roberta-base
474793	Political Hate	Mild	Society	xlm-roberta-base
890928	None	Little to None	None	xlm-roberta-base
888703	None	Little to None	None	xlm-roberta-base
391227	Religious Hate	Mild	Community	xlm-roberta-base
511127	None	Little to None	None	xlm-roberta-base
507374	None	Little to None	None	xlm-roberta-base
680347	None	Little to None	None	xlm-roberta-base
63627	None	Little to None	None	xlm-roberta-base
903197	None	Little to None	None	xlm-roberta-base
938868	None	Little to None	None	xlm-roberta-base
675732	None	Little to None	None	xlm-roberta-base
482546	Abusive	Little to None	None	xlm-roberta-base
675440	None	Little to None	None	xlm-roberta-base
115168	None	Little to None	None	xlm-roberta-base
352533	Political Hate	Mild	Individual	xlm-roberta-base
630861	Abusive	Severe	Individual	xlm-roberta-base
768879	Abusive	Mild	Society	xlm-roberta-base
882539	None	Little to None	None	xlm-roberta-base
558518	None	Little to None	None	xlm-roberta-base
937312	None	Little to None	None	xlm-roberta-base
422059	None	Little to None	None	xlm-roberta-base
416662	None	Little to None	None	xlm-roberta-base
632696	Abusive	Mild	Organization	xlm-roberta-base
203962	None	Little to None	None	xlm-roberta-base
857709	None	Little to None	None	xlm-roberta-base
793617	None	Little to None	None	xlm-roberta-base
486353	None	Little to None	None	xlm-roberta-base
635854	None	Little to None	None	xlm-roberta-base
84223	None	Little to None	None	xlm-roberta-base
150930	None	Little to None	None	xlm-roberta-base
156149	None	Little to None	None	xlm-roberta-base
772243	Political Hate	Severe	Individual	xlm-roberta-base
644418	None	Little to None	None	xlm-roberta-base
723392	Abusive	Little to None	Society	xlm-roberta-base
717266	None	Little to None	None	xlm-roberta-base
75367	Religious Hate	Mild	Community	xlm-roberta-base
398304	None	Little to None	None	xlm-roberta-base
350619	None	Little to None	None	xlm-roberta-base
633361	Abusive	Mild	Individual	xlm-roberta-base
545400	None	Little to None	None	xlm-roberta-base
184710	Religious Hate	Little to None	None	xlm-roberta-base
126450	None	Little to None	None	xlm-roberta-base
157874	Abusive	Severe	Community	xlm-roberta-base
268695	Abusive	Severe	Individual	xlm-roberta-base
443262	Profane	Severe	Organization	xlm-roberta-base
405050	Abusive	Mild	Organization	xlm-roberta-base
475199	None	Little to None	None	xlm-roberta-base
909906	None	Little to None	None	xlm-roberta-base
619424	Profane	Severe	Individual	xlm-roberta-base
338317	Political Hate	Little to None	Individual	xlm-roberta-base
208842	None	Little to None	None	xlm-roberta-base
297713	Political Hate	Mild	Organization	xlm-roberta-base
198549	Political Hate	Mild	Individual	xlm-roberta-base
240451	None	Little to None	None	xlm-roberta-base
432313	None	Little to None	None	xlm-roberta-base
556009	Profane	Severe	Organization	xlm-roberta-base
291078	Abusive	Mild	Organization	xlm-roberta-base
647866	None	Little to None	None	xlm-roberta-base
885374	Abusive	Little to None	Organization	xlm-roberta-base
149363	None	Little to None	None	xlm-roberta-base
169573	None	Little to None	None	xlm-roberta-base
456507	Abusive	Severe	Society	xlm-roberta-base
589233	None	Little to None	None	xlm-roberta-base
112377	None	Little to None	None	xlm-roberta-base
831724	Abusive	Mild	Society	xlm-roberta-base
5407	None	Little to None	None	xlm-roberta-base
15943	Political Hate	Little to None	Organization	xlm-roberta-base
741246	None	Little to None	None	xlm-roberta-base
61405	None	Little to None	None	xlm-roberta-base
915869	None	Little to None	None	xlm-roberta-base
511267	None	Little to None	None	xlm-roberta-base
1471	None	Little to None	None	xlm-roberta-base
367605	Religious Hate	Severe	Community	xlm-roberta-base
174842	Abusive	Little to None	Community	xlm-roberta-base
137391	Abusive	Mild	Individual	xlm-roberta-base
840729	Abusive	Mild	Individual	xlm-roberta-base
416127	Profane	Severe	Individual	xlm-roberta-base
330333	Abusive	Mild	Individual	xlm-roberta-base
670421	Abusive	Mild	Society	xlm-roberta-base
242499	Political Hate	Little to None	Individual	xlm-roberta-base
144117	None	Little to None	None	xlm-roberta-base
639424	Abusive	Mild	Individual	xlm-roberta-base
394368	Religious Hate	Severe	Society	xlm-roberta-base
291259	Abusive	Severe	Community	xlm-roberta-base
142509	None	Little to None	None	xlm-roberta-base
226408	Abusive	Little to None	None	xlm-roberta-base
486351	None	Little to None	None	xlm-roberta-base
865343	None	Little to None	None	xlm-roberta-base
490548	Abusive	Little to None	None	xlm-roberta-base
430804	None	Little to None	None	xlm-roberta-base
292631	None	Little to None	None	xlm-roberta-base
399708	None	Little to None	None	xlm-roberta-base
62074	None	Little to None	None	xlm-roberta-base
277817	None	Little to None	None	xlm-roberta-base
451449	None	Little to None	None	xlm-roberta-base
937837	None	Little to None	None	xlm-roberta-base
69996	Political Hate	Mild	Organization	xlm-roberta-base
472779	None	Little to None	None	xlm-roberta-base
593869	Political Hate	Mild	Individual	xlm-roberta-base
113374	None	Little to None	None	xlm-roberta-base
295098	None	Little to None	None	xlm-roberta-base
688164	None	Little to None	None	xlm-roberta-base
754307	Abusive	Severe	Community	xlm-roberta-base
185344	Abusive	Severe	Individual	xlm-roberta-base
206819	None	Little to None	None	xlm-roberta-base
776128	Religious Hate	Severe	Society	xlm-roberta-base
438265	None	Little to None	None	xlm-roberta-base
586064	None	Little to None	None	xlm-roberta-base
588534	None	Little to None	None	xlm-roberta-base
863686	None	Little to None	None	xlm-roberta-base
694501	Abusive	Mild	Community	xlm-roberta-base
97900	None	Little to None	None	xlm-roberta-base
166900	None	Little to None	None	xlm-roberta-base
109971	None	Little to None	None	xlm-roberta-base
497464	None	Little to None	None	xlm-roberta-base
376477	None	Little to None	None	xlm-roberta-base
65718	None	Little to None	None	xlm-roberta-base
784043	Political Hate	Mild	Organization	xlm-roberta-base
702897	None	Little to None	None	xlm-roberta-base
352371	None	Little to None	None	xlm-roberta-base
52223	None	Little to None	None	xlm-roberta-base
131128	None	Little to None	None	xlm-roberta-base
13831	Profane	Severe	Society	xlm-roberta-base
148597	None	Little to None	None	xlm-roberta-base
60602	None	Little to None	None	xlm-roberta-base
752509	Abusive	Severe	Society	xlm-roberta-base
730085	None	Little to None	None	xlm-roberta-base
625048	Abusive	Mild	Individual	xlm-roberta-base
541629	None	Little to None	None	xlm-roberta-base
895206	Abusive	Mild	Individual	xlm-roberta-base
725993	None	Little to None	None	xlm-roberta-base
296053	None	Little to None	None	xlm-roberta-base
240086	None	Little to None	None	xlm-roberta-base
106374	Political Hate	Mild	Organization	xlm-roberta-base
2358	None	Little to None	None	xlm-roberta-base
655996	None	Little to None	None	xlm-roberta-base
2640	Political Hate	Severe	Organization	xlm-roberta-base
583695	Abusive	Mild	Organization	xlm-roberta-base
740126	None	Little to None	None	xlm-roberta-base
116038	Abusive	Little to None	Individual	xlm-roberta-base
839438	None	Little to None	None	xlm-roberta-base
216777	Abusive	Mild	Individual	xlm-roberta-base
717153	None	Little to None	None	xlm-roberta-base
628314	Profane	Severe	Individual	xlm-roberta-base
49560	None	Little to None	None	xlm-roberta-base
484546	None	Little to None	None	xlm-roberta-base
411292	Profane	Severe	Community	xlm-roberta-base
739397	None	Little to None	None	xlm-roberta-base
33049	None	Little to None	None	xlm-roberta-base
234943	None	Little to None	None	xlm-roberta-base
85567	None	Little to None	None	xlm-roberta-base
898840	None	Little to None	None	xlm-roberta-base
110149	Abusive	Mild	Community	xlm-roberta-base
928802	Profane	Severe	Individual	xlm-roberta-base
65232	None	Little to None	None	xlm-roberta-base
609733	Abusive	Mild	Society	xlm-roberta-base
607110	None	Little to None	None	xlm-roberta-base
656146	None	Little to None	None	xlm-roberta-base
122819	None	Little to None	None	xlm-roberta-base
924773	Abusive	Little to None	Society	xlm-roberta-base
855239	None	Little to None	None	xlm-roberta-base
455140	Profane	Severe	Individual	xlm-roberta-base
172685	Political Hate	Mild	Organization	xlm-roberta-base
705941	None	Little to None	None	xlm-roberta-base
317297	None	Little to None	None	xlm-roberta-base
637876	Political Hate	Severe	Organization	xlm-roberta-base
198449	None	Little to None	None	xlm-roberta-base
822721	Religious Hate	Severe	Community	xlm-roberta-base
347419	None	Little to None	None	xlm-roberta-base
503146	None	Little to None	None	xlm-roberta-base
601962	Profane	Severe	Individual	xlm-roberta-base
847061	Profane	Severe	Individual	xlm-roberta-base
449847	None	Little to None	None	xlm-roberta-base
266272	None	Little to None	None	xlm-roberta-base
579593	Abusive	Mild	Individual	xlm-roberta-base
696370	None	Little to None	None	xlm-roberta-base
282600	Abusive	Mild	Individual	xlm-roberta-base
901656	None	Little to None	None	xlm-roberta-base
348015	None	Little to None	None	xlm-roberta-base
436616	None	Little to None	None	xlm-roberta-base
257730	Political Hate	Severe	Individual	xlm-roberta-base
662170	None	Little to None	None	xlm-roberta-base
385756	Abusive	Little to None	None	xlm-roberta-base
359726	None	Little to None	None	xlm-roberta-base
660956	None	Little to None	None	xlm-roberta-base
767839	None	Little to None	None	xlm-roberta-base
104694	None	Little to None	None	xlm-roberta-base
939708	None	Little to None	Individual	xlm-roberta-base
918343	None	Little to None	None	xlm-roberta-base
169088	None	Little to None	None	xlm-roberta-base
559219	Political Hate	Severe	Individual	xlm-roberta-base
313940	Profane	Severe	Society	xlm-roberta-base
156518	None	Little to None	Organization	xlm-roberta-base
475465	None	Little to None	None	xlm-roberta-base
796521	None	Little to None	None	xlm-roberta-base
340667	None	Little to None	None	xlm-roberta-base
871730	None	Little to None	None	xlm-roberta-base
526989	None	Little to None	None	xlm-roberta-base
2000	Profane	Severe	Individual	xlm-roberta-base
770360	None	Little to None	None	xlm-roberta-base
97016	None	Little to None	None	xlm-roberta-base
759827	None	Little to None	None	xlm-roberta-base
121027	None	Little to None	None	xlm-roberta-base
398334	None	Little to None	None	xlm-roberta-base
88547	Abusive	Mild	Organization	xlm-roberta-base
388063	Abusive	Mild	Society	xlm-roberta-base
584267	None	Little to None	None	xlm-roberta-base
199146	None	Little to None	None	xlm-roberta-base
862801	None	Little to None	None	xlm-roberta-base
663203	None	Little to None	Society	xlm-roberta-base
384078	None	Little to None	None	xlm-roberta-base
674707	None	Little to None	None	xlm-roberta-base
248801	None	Little to None	None	xlm-roberta-base
434904	None	Little to None	None	xlm-roberta-base
892832	None	Little to None	None	xlm-roberta-base
849635	None	Little to None	None	xlm-roberta-base
357655	None	Little to None	None	xlm-roberta-base
38822	Abusive	Mild	Individual	xlm-roberta-base
15868	None	Little to None	None	xlm-roberta-base
92875	Political Hate	Little to None	None	xlm-roberta-base
881948	None	Little to None	None	xlm-roberta-base
930602	None	Little to None	None	xlm-roberta-base
297212	None	Little to None	None	xlm-roberta-base
720687	None	Little to None	None	xlm-roberta-base
129760	None	Little to None	None	xlm-roberta-base
195054	Political Hate	Mild	Organization	xlm-roberta-base
109394	None	Little to None	None	xlm-roberta-base
869427	None	Little to None	None	xlm-roberta-base
916439	Profane	Severe	Organization	xlm-roberta-base
137360	None	Little to None	None	xlm-roberta-base
617422	None	Little to None	None	xlm-roberta-base
78119	Abusive	Mild	Community	xlm-roberta-base
723502	None	Little to None	None	xlm-roberta-base
478562	Abusive	Severe	Community	xlm-roberta-base
65211	None	Little to None	None	xlm-roberta-base
509559	Abusive	Little to None	Individual	xlm-roberta-base
326033	Profane	Severe	Individual	xlm-roberta-base
863542	Political Hate	Mild	Organization	xlm-roberta-base
700913	Political Hate	Mild	Individual	xlm-roberta-base
674516	None	Little to None	None	xlm-roberta-base
559600	Political Hate	Mild	Individual	xlm-roberta-base
503290	Abusive	Little to None	Community	xlm-roberta-base
896878	None	Little to None	None	xlm-roberta-base
134107	None	Little to None	None	xlm-roberta-base
249718	None	Little to None	None	xlm-roberta-base
163349	None	Little to None	None	xlm-roberta-base
401513	None	Little to None	None	xlm-roberta-base
650595	Abusive	Mild	Individual	xlm-roberta-base
752284	None	Little to None	None	xlm-roberta-base
