id	label	model
208175	Political Hate	microsoft/mdeberta-v3-base
536181	None	microsoft/mdeberta-v3-base
562508	None	microsoft/mdeberta-v3-base
844368	Political Hate	microsoft/mdeberta-v3-base
355570	Abusive	microsoft/mdeberta-v3-base
576652	Abusive	microsoft/mdeberta-v3-base
230254	Political Hate	microsoft/mdeberta-v3-base
396913	None	microsoft/mdeberta-v3-base
160607	None	microsoft/mdeberta-v3-base
775615	None	microsoft/mdeberta-v3-base
634523	Political Hate	microsoft/mdeberta-v3-base
313291	Abusive	microsoft/mdeberta-v3-base
631046	Abusive	microsoft/mdeberta-v3-base
550426	Political Hate	microsoft/mdeberta-v3-base
807498	None	microsoft/mdeberta-v3-base
388081	None	microsoft/mdeberta-v3-base
532701	None	microsoft/mdeberta-v3-base
506934	None	microsoft/mdeberta-v3-base
322440	None	microsoft/mdeberta-v3-base
507780	None	microsoft/mdeberta-v3-base
133106	Political Hate	microsoft/mdeberta-v3-base
584019	Political Hate	microsoft/mdeberta-v3-base
474793	None	microsoft/mdeberta-v3-base
890928	None	microsoft/mdeberta-v3-base
888703	None	microsoft/mdeberta-v3-base
391227	Religious Hate	microsoft/mdeberta-v3-base
511127	None	microsoft/mdeberta-v3-base
507374	None	microsoft/mdeberta-v3-base
680347	None	microsoft/mdeberta-v3-base
63627	None	microsoft/mdeberta-v3-base
903197	Abusive	microsoft/mdeberta-v3-base
938868	None	microsoft/mdeberta-v3-base
675732	None	microsoft/mdeberta-v3-base
482546	Abusive	microsoft/mdeberta-v3-base
675440	None	microsoft/mdeberta-v3-base
115168	None	microsoft/mdeberta-v3-base
352533	Political Hate	microsoft/mdeberta-v3-base
630861	Abusive	microsoft/mdeberta-v3-base
768879	Abusive	microsoft/mdeberta-v3-base
882539	None	microsoft/mdeberta-v3-base
558518	None	microsoft/mdeberta-v3-base
937312	None	microsoft/mdeberta-v3-base
422059	None	microsoft/mdeberta-v3-base
416662	None	microsoft/mdeberta-v3-base
632696	Political Hate	microsoft/mdeberta-v3-base
203962	None	microsoft/mdeberta-v3-base
857709	None	microsoft/mdeberta-v3-base
793617	Political Hate	microsoft/mdeberta-v3-base
486353	None	microsoft/mdeberta-v3-base
635854	None	microsoft/mdeberta-v3-base
84223	None	microsoft/mdeberta-v3-base
150930	None	microsoft/mdeberta-v3-base
156149	None	microsoft/mdeberta-v3-base
772243	Abusive	microsoft/mdeberta-v3-base
644418	None	microsoft/mdeberta-v3-base
723392	None	microsoft/mdeberta-v3-base
717266	None	microsoft/mdeberta-v3-base
75367	Religious Hate	microsoft/mdeberta-v3-base
398304	None	microsoft/mdeberta-v3-base
350619	None	microsoft/mdeberta-v3-base
633361	None	microsoft/mdeberta-v3-base
545400	Abusive	microsoft/mdeberta-v3-base
184710	Religious Hate	microsoft/mdeberta-v3-base
126450	None	microsoft/mdeberta-v3-base
157874	Profane	microsoft/mdeberta-v3-base
268695	None	microsoft/mdeberta-v3-base
443262	Profane	microsoft/mdeberta-v3-base
405050	Abusive	microsoft/mdeberta-v3-base
475199	None	microsoft/mdeberta-v3-base
909906	None	microsoft/mdeberta-v3-base
619424	Profane	microsoft/mdeberta-v3-base
338317	Political Hate	microsoft/mdeberta-v3-base
208842	Abusive	microsoft/mdeberta-v3-base
297713	Political Hate	microsoft/mdeberta-v3-base
198549	Political Hate	microsoft/mdeberta-v3-base
240451	None	microsoft/mdeberta-v3-base
432313	None	microsoft/mdeberta-v3-base
556009	Profane	microsoft/mdeberta-v3-base
291078	None	microsoft/mdeberta-v3-base
647866	Political Hate	microsoft/mdeberta-v3-base
885374	Abusive	microsoft/mdeberta-v3-base
149363	None	microsoft/mdeberta-v3-base
169573	None	microsoft/mdeberta-v3-base
456507	Abusive	microsoft/mdeberta-v3-base
589233	None	microsoft/mdeberta-v3-base
112377	None	microsoft/mdeberta-v3-base
831724	Abusive	microsoft/mdeberta-v3-base
5407	None	microsoft/mdeberta-v3-base
15943	Political Hate	microsoft/mdeberta-v3-base
741246	None	microsoft/mdeberta-v3-base
61405	None	microsoft/mdeberta-v3-base
915869	None	microsoft/mdeberta-v3-base
511267	None	microsoft/mdeberta-v3-base
1471	None	microsoft/mdeberta-v3-base
367605	Religious Hate	microsoft/mdeberta-v3-base
174842	Abusive	microsoft/mdeberta-v3-base
137391	Abusive	microsoft/mdeberta-v3-base
840729	None	microsoft/mdeberta-v3-base
416127	Profane	microsoft/mdeberta-v3-base
330333	Abusive	microsoft/mdeberta-v3-base
670421	Abusive	microsoft/mdeberta-v3-base
242499	None	microsoft/mdeberta-v3-base
144117	None	microsoft/mdeberta-v3-base
639424	Abusive	microsoft/mdeberta-v3-base
394368	Religious Hate	microsoft/mdeberta-v3-base
291259	Abusive	microsoft/mdeberta-v3-base
142509	None	microsoft/mdeberta-v3-base
226408	Profane	microsoft/mdeberta-v3-base
486351	None	microsoft/mdeberta-v3-base
865343	None	microsoft/mdeberta-v3-base
490548	Abusive	microsoft/mdeberta-v3-base
430804	None	microsoft/mdeberta-v3-base
292631	None	microsoft/mdeberta-v3-base
399708	None	microsoft/mdeberta-v3-base
62074	None	microsoft/mdeberta-v3-base
277817	None	microsoft/mdeberta-v3-base
451449	None	microsoft/mdeberta-v3-base
937837	None	microsoft/mdeberta-v3-base
69996	Political Hate	microsoft/mdeberta-v3-base
472779	None	microsoft/mdeberta-v3-base
593869	Political Hate	microsoft/mdeberta-v3-base
113374	None	microsoft/mdeberta-v3-base
295098	None	microsoft/mdeberta-v3-base
688164	None	microsoft/mdeberta-v3-base
754307	Religious Hate	microsoft/mdeberta-v3-base
185344	Abusive	microsoft/mdeberta-v3-base
206819	None	microsoft/mdeberta-v3-base
776128	Religious Hate	microsoft/mdeberta-v3-base
438265	Profane	microsoft/mdeberta-v3-base
586064	None	microsoft/mdeberta-v3-base
588534	None	microsoft/mdeberta-v3-base
863686	None	microsoft/mdeberta-v3-base
694501	Abusive	microsoft/mdeberta-v3-base
97900	None	microsoft/mdeberta-v3-base
166900	Abusive	microsoft/mdeberta-v3-base
109971	Abusive	microsoft/mdeberta-v3-base
497464	None	microsoft/mdeberta-v3-base
376477	None	microsoft/mdeberta-v3-base
65718	None	microsoft/mdeberta-v3-base
784043	Political Hate	microsoft/mdeberta-v3-base
702897	None	microsoft/mdeberta-v3-base
352371	None	microsoft/mdeberta-v3-base
52223	None	microsoft/mdeberta-v3-base
131128	None	microsoft/mdeberta-v3-base
13831	Abusive	microsoft/mdeberta-v3-base
148597	None	microsoft/mdeberta-v3-base
60602	Abusive	microsoft/mdeberta-v3-base
752509	Political Hate	microsoft/mdeberta-v3-base
730085	None	microsoft/mdeberta-v3-base
625048	None	microsoft/mdeberta-v3-base
541629	None	microsoft/mdeberta-v3-base
895206	Abusive	microsoft/mdeberta-v3-base
725993	Political Hate	microsoft/mdeberta-v3-base
296053	None	microsoft/mdeberta-v3-base
240086	None	microsoft/mdeberta-v3-base
106374	Abusive	microsoft/mdeberta-v3-base
2358	None	microsoft/mdeberta-v3-base
655996	None	microsoft/mdeberta-v3-base
2640	Political Hate	microsoft/mdeberta-v3-base
583695	Abusive	microsoft/mdeberta-v3-base
740126	Abusive	microsoft/mdeberta-v3-base
116038	None	microsoft/mdeberta-v3-base
839438	None	microsoft/mdeberta-v3-base
216777	Abusive	microsoft/mdeberta-v3-base
717153	None	microsoft/mdeberta-v3-base
628314	Profane	microsoft/mdeberta-v3-base
49560	Abusive	microsoft/mdeberta-v3-base
484546	None	microsoft/mdeberta-v3-base
411292	Profane	microsoft/mdeberta-v3-base
739397	None	microsoft/mdeberta-v3-base
33049	Abusive	microsoft/mdeberta-v3-base
234943	None	microsoft/mdeberta-v3-base
85567	None	microsoft/mdeberta-v3-base
898840	None	microsoft/mdeberta-v3-base
110149	Religious Hate	microsoft/mdeberta-v3-base
928802	Profane	microsoft/mdeberta-v3-base
65232	Abusive	microsoft/mdeberta-v3-base
609733	Abusive	microsoft/mdeberta-v3-base
607110	None	microsoft/mdeberta-v3-base
656146	None	microsoft/mdeberta-v3-base
122819	None	microsoft/mdeberta-v3-base
924773	Abusive	microsoft/mdeberta-v3-base
855239	None	microsoft/mdeberta-v3-base
455140	None	microsoft/mdeberta-v3-base
172685	Political Hate	microsoft/mdeberta-v3-base
705941	None	microsoft/mdeberta-v3-base
317297	None	microsoft/mdeberta-v3-base
637876	Political Hate	microsoft/mdeberta-v3-base
198449	None	microsoft/mdeberta-v3-base
822721	Religious Hate	microsoft/mdeberta-v3-base
347419	Abusive	microsoft/mdeberta-v3-base
503146	None	microsoft/mdeberta-v3-base
601962	Profane	microsoft/mdeberta-v3-base
847061	Profane	microsoft/mdeberta-v3-base
449847	None	microsoft/mdeberta-v3-base
266272	None	microsoft/mdeberta-v3-base
579593	Abusive	microsoft/mdeberta-v3-base
696370	None	microsoft/mdeberta-v3-base
282600	None	microsoft/mdeberta-v3-base
901656	None	microsoft/mdeberta-v3-base
348015	None	microsoft/mdeberta-v3-base
436616	None	microsoft/mdeberta-v3-base
257730	Political Hate	microsoft/mdeberta-v3-base
662170	None	microsoft/mdeberta-v3-base
385756	None	microsoft/mdeberta-v3-base
359726	None	microsoft/mdeberta-v3-base
660956	None	microsoft/mdeberta-v3-base
767839	None	microsoft/mdeberta-v3-base
104694	None	microsoft/mdeberta-v3-base
939708	Abusive	microsoft/mdeberta-v3-base
918343	None	microsoft/mdeberta-v3-base
169088	None	microsoft/mdeberta-v3-base
559219	Political Hate	microsoft/mdeberta-v3-base
313940	Profane	microsoft/mdeberta-v3-base
156518	None	microsoft/mdeberta-v3-base
475465	Political Hate	microsoft/mdeberta-v3-base
796521	None	microsoft/mdeberta-v3-base
340667	None	microsoft/mdeberta-v3-base
871730	None	microsoft/mdeberta-v3-base
526989	None	microsoft/mdeberta-v3-base
2000	Profane	microsoft/mdeberta-v3-base
770360	None	microsoft/mdeberta-v3-base
97016	None	microsoft/mdeberta-v3-base
759827	None	microsoft/mdeberta-v3-base
121027	Abusive	microsoft/mdeberta-v3-base
398334	None	microsoft/mdeberta-v3-base
88547	Abusive	microsoft/mdeberta-v3-base
388063	Abusive	microsoft/mdeberta-v3-base
584267	None	microsoft/mdeberta-v3-base
199146	None	microsoft/mdeberta-v3-base
862801	None	microsoft/mdeberta-v3-base
663203	Abusive	microsoft/mdeberta-v3-base
384078	None	microsoft/mdeberta-v3-base
674707	None	microsoft/mdeberta-v3-base
248801	None	microsoft/mdeberta-v3-base
434904	None	microsoft/mdeberta-v3-base
892832	None	microsoft/mdeberta-v3-base
849635	None	microsoft/mdeberta-v3-base
357655	None	microsoft/mdeberta-v3-base
38822	Abusive	microsoft/mdeberta-v3-base
15868	None	microsoft/mdeberta-v3-base
92875	None	microsoft/mdeberta-v3-base
881948	None	microsoft/mdeberta-v3-base
930602	None	microsoft/mdeberta-v3-base
297212	None	microsoft/mdeberta-v3-base
720687	None	microsoft/mdeberta-v3-base
129760	None	microsoft/mdeberta-v3-base
195054	Political Hate	microsoft/mdeberta-v3-base
109394	None	microsoft/mdeberta-v3-base
869427	Abusive	microsoft/mdeberta-v3-base
916439	Profane	microsoft/mdeberta-v3-base
137360	None	microsoft/mdeberta-v3-base
617422	None	microsoft/mdeberta-v3-base
78119	Abusive	microsoft/mdeberta-v3-base
723502	None	microsoft/mdeberta-v3-base
478562	Abusive	microsoft/mdeberta-v3-base
65211	Political Hate	microsoft/mdeberta-v3-base
509559	Abusive	microsoft/mdeberta-v3-base
326033	Profane	microsoft/mdeberta-v3-base
863542	Political Hate	microsoft/mdeberta-v3-base
700913	Political Hate	microsoft/mdeberta-v3-base
674516	Abusive	microsoft/mdeberta-v3-base
559600	Political Hate	microsoft/mdeberta-v3-base
503290	None	microsoft/mdeberta-v3-base
896878	None	microsoft/mdeberta-v3-base
134107	None	microsoft/mdeberta-v3-base
249718	Abusive	microsoft/mdeberta-v3-base
163349	None	microsoft/mdeberta-v3-base
401513	None	microsoft/mdeberta-v3-base
650595	Abusive	microsoft/mdeberta-v3-base
752284	None	microsoft/mdeberta-v3-base
865890	Abusive	microsoft/mdeberta-v3-base
186435	None	microsoft/mdeberta-v3-base
373339	Abusive	microsoft/mdeberta-v3-base
286709	None	microsoft/mdeberta-v3-base
643016	None	microsoft/mdeberta-v3-base
27134	None	microsoft/mdeberta-v3-base
593062	Political Hate	microsoft/mdeberta-v3-base
676443	None	microsoft/mdeberta-v3-base
614707	None	microsoft/mdeberta-v3-base
61510	Abusive	microsoft/mdeberta-v3-base
153559	None	microsoft/mdeberta-v3-base
433441	None	microsoft/mdeberta-v3-base
216305	Political Hate	microsoft/mdeberta-v3-base
910124	None	microsoft/mdeberta-v3-base
620809	Political Hate	microsoft/mdeberta-v3-base
932421	None	microsoft/mdeberta-v3-base
425270	Profane	microsoft/mdeberta-v3-base
273781	None	microsoft/mdeberta-v3-base
187613	Political Hate	microsoft/mdeberta-v3-base
124364	None	microsoft/mdeberta-v3-base
877298	None	microsoft/mdeberta-v3-base
605600	Political Hate	microsoft/mdeberta-v3-base
349142	None	microsoft/mdeberta-v3-base
780477	Abusive	microsoft/mdeberta-v3-base
850714	Abusive	microsoft/mdeberta-v3-base
182549	Political Hate	microsoft/mdeberta-v3-base
591436	None	microsoft/mdeberta-v3-base
532973	None	microsoft/mdeberta-v3-base
254837	Abusive	microsoft/mdeberta-v3-base
570134	None	microsoft/mdeberta-v3-base
600873	None	microsoft/mdeberta-v3-base
897692	Abusive	microsoft/mdeberta-v3-base
