id	label	model
622615	Political Hate	xlm_large+mdeb-v3+murili_base
341026	Abusive	xlm_large+mdeb-v3+murili_base
756812	None	xlm_large+mdeb-v3+murili_base
446998	None	xlm_large+mdeb-v3+murili_base
507755	Abusive	xlm_large+mdeb-v3+murili_base
252185	None	xlm_large+mdeb-v3+murili_base
677872	Political Hate	xlm_large+mdeb-v3+murili_base
573406	None	xlm_large+mdeb-v3+murili_base
708512	None	xlm_large+mdeb-v3+murili_base
35865	Political Hate	xlm_large+mdeb-v3+murili_base
521314	None	xlm_large+mdeb-v3+murili_base
629720	None	xlm_large+mdeb-v3+murili_base
579590	None	xlm_large+mdeb-v3+murili_base
420676	None	xlm_large+mdeb-v3+murili_base
888468	Profane	xlm_large+mdeb-v3+murili_base
507098	None	xlm_large+mdeb-v3+murili_base
33791	None	xlm_large+mdeb-v3+murili_base
628771	Abusive	xlm_large+mdeb-v3+murili_base
197579	Political Hate	xlm_large+mdeb-v3+murili_base
228413	None	xlm_large+mdeb-v3+murili_base
607208	None	xlm_large+mdeb-v3+murili_base
482851	Abusive	xlm_large+mdeb-v3+murili_base
641065	None	xlm_large+mdeb-v3+murili_base
154089	None	xlm_large+mdeb-v3+murili_base
21246	None	xlm_large+mdeb-v3+murili_base
99970	None	xlm_large+mdeb-v3+murili_base
243706	Abusive	xlm_large+mdeb-v3+murili_base
366232	None	xlm_large+mdeb-v3+murili_base
799431	Abusive	xlm_large+mdeb-v3+murili_base
151836	Profane	xlm_large+mdeb-v3+murili_base
384383	None	xlm_large+mdeb-v3+murili_base
430350	Profane	xlm_large+mdeb-v3+murili_base
321512	None	xlm_large+mdeb-v3+murili_base
791877	Political Hate	xlm_large+mdeb-v3+murili_base
369126	Abusive	xlm_large+mdeb-v3+murili_base
769210	None	xlm_large+mdeb-v3+murili_base
389866	None	xlm_large+mdeb-v3+murili_base
124392	Abusive	xlm_large+mdeb-v3+murili_base
111565	Abusive	xlm_large+mdeb-v3+murili_base
87928	Political Hate	xlm_large+mdeb-v3+murili_base
507897	Abusive	xlm_large+mdeb-v3+murili_base
284276	Abusive	xlm_large+mdeb-v3+murili_base
211557	Political Hate	xlm_large+mdeb-v3+murili_base
407528	Abusive	xlm_large+mdeb-v3+murili_base
656024	None	xlm_large+mdeb-v3+murili_base
163256	Abusive	xlm_large+mdeb-v3+murili_base
701482	None	xlm_large+mdeb-v3+murili_base
28613	None	xlm_large+mdeb-v3+murili_base
393451	None	xlm_large+mdeb-v3+murili_base
130986	None	xlm_large+mdeb-v3+murili_base
47847	Abusive	xlm_large+mdeb-v3+murili_base
474831	Religious Hate	xlm_large+mdeb-v3+murili_base
262358	Abusive	xlm_large+mdeb-v3+murili_base
809182	None	xlm_large+mdeb-v3+murili_base
912597	None	xlm_large+mdeb-v3+murili_base
491193	None	xlm_large+mdeb-v3+murili_base
605569	None	xlm_large+mdeb-v3+murili_base
380424	None	xlm_large+mdeb-v3+murili_base
603456	Abusive	xlm_large+mdeb-v3+murili_base
107100	Political Hate	xlm_large+mdeb-v3+murili_base
626831	None	xlm_large+mdeb-v3+murili_base
447213	None	xlm_large+mdeb-v3+murili_base
697862	None	xlm_large+mdeb-v3+murili_base
91497	Political Hate	xlm_large+mdeb-v3+murili_base
652526	None	xlm_large+mdeb-v3+murili_base
24792	None	xlm_large+mdeb-v3+murili_base
571083	Abusive	xlm_large+mdeb-v3+murili_base
890268	Abusive	xlm_large+mdeb-v3+murili_base
5297	None	xlm_large+mdeb-v3+murili_base
920594	Profane	xlm_large+mdeb-v3+murili_base
172944	Political Hate	xlm_large+mdeb-v3+murili_base
624079	None	xlm_large+mdeb-v3+murili_base
770329	None	xlm_large+mdeb-v3+murili_base
692607	Abusive	xlm_large+mdeb-v3+murili_base
3052	Political Hate	xlm_large+mdeb-v3+murili_base
844455	Profane	xlm_large+mdeb-v3+murili_base
814896	Profane	xlm_large+mdeb-v3+murili_base
110591	None	xlm_large+mdeb-v3+murili_base
180575	None	xlm_large+mdeb-v3+murili_base
254322	None	xlm_large+mdeb-v3+murili_base
574720	None	xlm_large+mdeb-v3+murili_base
622377	None	xlm_large+mdeb-v3+murili_base
623083	Political Hate	xlm_large+mdeb-v3+murili_base
668718	Abusive	xlm_large+mdeb-v3+murili_base
633172	None	xlm_large+mdeb-v3+murili_base
6790	None	xlm_large+mdeb-v3+murili_base
850984	Political Hate	xlm_large+mdeb-v3+murili_base
500524	Political Hate	xlm_large+mdeb-v3+murili_base
581344	None	xlm_large+mdeb-v3+murili_base
654769	None	xlm_large+mdeb-v3+murili_base
706547	None	xlm_large+mdeb-v3+murili_base
603782	None	xlm_large+mdeb-v3+murili_base
302171	None	xlm_large+mdeb-v3+murili_base
744717	None	xlm_large+mdeb-v3+murili_base
512972	None	xlm_large+mdeb-v3+murili_base
781353	None	xlm_large+mdeb-v3+murili_base
384814	None	xlm_large+mdeb-v3+murili_base
15032	None	xlm_large+mdeb-v3+murili_base
251425	Abusive	xlm_large+mdeb-v3+murili_base
813466	None	xlm_large+mdeb-v3+murili_base
675844	None	xlm_large+mdeb-v3+murili_base
2583	None	xlm_large+mdeb-v3+murili_base
659227	Abusive	xlm_large+mdeb-v3+murili_base
169886	None	xlm_large+mdeb-v3+murili_base
381979	Political Hate	xlm_large+mdeb-v3+murili_base
299641	Abusive	xlm_large+mdeb-v3+murili_base
704171	None	xlm_large+mdeb-v3+murili_base
618279	Abusive	xlm_large+mdeb-v3+murili_base
641060	Abusive	xlm_large+mdeb-v3+murili_base
562096	None	xlm_large+mdeb-v3+murili_base
318122	Profane	xlm_large+mdeb-v3+murili_base
451639	None	xlm_large+mdeb-v3+murili_base
653504	None	xlm_large+mdeb-v3+murili_base
144836	Abusive	xlm_large+mdeb-v3+murili_base
426811	Abusive	xlm_large+mdeb-v3+murili_base
399359	None	xlm_large+mdeb-v3+murili_base
610564	Political Hate	xlm_large+mdeb-v3+murili_base
246780	None	xlm_large+mdeb-v3+murili_base
838887	None	xlm_large+mdeb-v3+murili_base
144994	None	xlm_large+mdeb-v3+murili_base
854277	None	xlm_large+mdeb-v3+murili_base
865313	None	xlm_large+mdeb-v3+murili_base
578428	None	xlm_large+mdeb-v3+murili_base
187917	None	xlm_large+mdeb-v3+murili_base
348388	Political Hate	xlm_large+mdeb-v3+murili_base
741123	Religious Hate	xlm_large+mdeb-v3+murili_base
634544	None	xlm_large+mdeb-v3+murili_base
778366	Abusive	xlm_large+mdeb-v3+murili_base
441000	None	xlm_large+mdeb-v3+murili_base
377994	None	xlm_large+mdeb-v3+murili_base
362805	None	xlm_large+mdeb-v3+murili_base
12475	None	xlm_large+mdeb-v3+murili_base
460383	Abusive	xlm_large+mdeb-v3+murili_base
870913	Abusive	xlm_large+mdeb-v3+murili_base
2715	None	xlm_large+mdeb-v3+murili_base
921356	Abusive	xlm_large+mdeb-v3+murili_base
196647	Political Hate	xlm_large+mdeb-v3+murili_base
824151	None	xlm_large+mdeb-v3+murili_base
382540	Abusive	xlm_large+mdeb-v3+murili_base
1087	None	xlm_large+mdeb-v3+murili_base
380610	Abusive	xlm_large+mdeb-v3+murili_base
416517	None	xlm_large+mdeb-v3+murili_base
456028	Profane	xlm_large+mdeb-v3+murili_base
431471	None	xlm_large+mdeb-v3+murili_base
453235	Political Hate	xlm_large+mdeb-v3+murili_base
927587	None	xlm_large+mdeb-v3+murili_base
422259	None	xlm_large+mdeb-v3+murili_base
896697	None	xlm_large+mdeb-v3+murili_base
42562	None	xlm_large+mdeb-v3+murili_base
197313	Political Hate	xlm_large+mdeb-v3+murili_base
690302	Abusive	xlm_large+mdeb-v3+murili_base
925174	None	xlm_large+mdeb-v3+murili_base
535584	Abusive	xlm_large+mdeb-v3+murili_base
931365	None	xlm_large+mdeb-v3+murili_base
227393	Abusive	xlm_large+mdeb-v3+murili_base
329379	None	xlm_large+mdeb-v3+murili_base
56445	None	xlm_large+mdeb-v3+murili_base
546158	Political Hate	xlm_large+mdeb-v3+murili_base
258725	None	xlm_large+mdeb-v3+murili_base
175825	None	xlm_large+mdeb-v3+murili_base
937532	None	xlm_large+mdeb-v3+murili_base
833099	None	xlm_large+mdeb-v3+murili_base
321436	None	xlm_large+mdeb-v3+murili_base
755018	None	xlm_large+mdeb-v3+murili_base
798262	Political Hate	xlm_large+mdeb-v3+murili_base
866278	None	xlm_large+mdeb-v3+murili_base
210321	Political Hate	xlm_large+mdeb-v3+murili_base
363164	None	xlm_large+mdeb-v3+murili_base
370542	None	xlm_large+mdeb-v3+murili_base
132703	None	xlm_large+mdeb-v3+murili_base
601946	Abusive	xlm_large+mdeb-v3+murili_base
897150	None	xlm_large+mdeb-v3+murili_base
256376	None	xlm_large+mdeb-v3+murili_base
240015	None	xlm_large+mdeb-v3+murili_base
259547	Abusive	xlm_large+mdeb-v3+murili_base
67131	Religious Hate	xlm_large+mdeb-v3+murili_base
923885	Abusive	xlm_large+mdeb-v3+murili_base
226135	None	xlm_large+mdeb-v3+murili_base
662300	None	xlm_large+mdeb-v3+murili_base
677456	Political Hate	xlm_large+mdeb-v3+murili_base
485008	Abusive	xlm_large+mdeb-v3+murili_base
529942	Profane	xlm_large+mdeb-v3+murili_base
914346	None	xlm_large+mdeb-v3+murili_base
298173	Political Hate	xlm_large+mdeb-v3+murili_base
446809	None	xlm_large+mdeb-v3+murili_base
671424	Abusive	xlm_large+mdeb-v3+murili_base
793955	Political Hate	xlm_large+mdeb-v3+murili_base
157776	Abusive	xlm_large+mdeb-v3+murili_base
283469	None	xlm_large+mdeb-v3+murili_base
206317	None	xlm_large+mdeb-v3+murili_base
33066	None	xlm_large+mdeb-v3+murili_base
36214	Political Hate	xlm_large+mdeb-v3+murili_base
683112	None	xlm_large+mdeb-v3+murili_base
831416	Abusive	xlm_large+mdeb-v3+murili_base
473865	None	xlm_large+mdeb-v3+murili_base
783655	Political Hate	xlm_large+mdeb-v3+murili_base
344565	None	xlm_large+mdeb-v3+murili_base
240377	None	xlm_large+mdeb-v3+murili_base
205517	None	xlm_large+mdeb-v3+murili_base
624990	None	xlm_large+mdeb-v3+murili_base
114646	Profane	xlm_large+mdeb-v3+murili_base
860260	Political Hate	xlm_large+mdeb-v3+murili_base
321233	None	xlm_large+mdeb-v3+murili_base
287639	Political Hate	xlm_large+mdeb-v3+murili_base
698525	Abusive	xlm_large+mdeb-v3+murili_base
640865	None	xlm_large+mdeb-v3+murili_base
493551	None	xlm_large+mdeb-v3+murili_base
329369	None	xlm_large+mdeb-v3+murili_base
687000	Profane	xlm_large+mdeb-v3+murili_base
938515	None	xlm_large+mdeb-v3+murili_base
71327	Abusive	xlm_large+mdeb-v3+murili_base
82872	Abusive	xlm_large+mdeb-v3+murili_base
564549	None	xlm_large+mdeb-v3+murili_base
93050	None	xlm_large+mdeb-v3+murili_base
684599	None	xlm_large+mdeb-v3+murili_base
923214	None	xlm_large+mdeb-v3+murili_base
712666	None	xlm_large+mdeb-v3+murili_base
516447	None	xlm_large+mdeb-v3+murili_base
789503	None	xlm_large+mdeb-v3+murili_base
126197	Profane	xlm_large+mdeb-v3+murili_base
83510	None	xlm_large+mdeb-v3+murili_base
693378	None	xlm_large+mdeb-v3+murili_base
766830	Abusive	xlm_large+mdeb-v3+murili_base
917369	Abusive	xlm_large+mdeb-v3+murili_base
140689	Profane	xlm_large+mdeb-v3+murili_base
828319	None	xlm_large+mdeb-v3+murili_base
441784	Abusive	xlm_large+mdeb-v3+murili_base
584069	None	xlm_large+mdeb-v3+murili_base
595722	None	xlm_large+mdeb-v3+murili_base
587975	Political Hate	xlm_large+mdeb-v3+murili_base
737847	None	xlm_large+mdeb-v3+murili_base
355260	None	xlm_large+mdeb-v3+murili_base
208807	None	xlm_large+mdeb-v3+murili_base
698527	None	xlm_large+mdeb-v3+murili_base
342704	None	xlm_large+mdeb-v3+murili_base
281083	None	xlm_large+mdeb-v3+murili_base
594110	Abusive	xlm_large+mdeb-v3+murili_base
208175	Political Hate	xlm_large+mdeb-v3+murili_base
536181	None	xlm_large+mdeb-v3+murili_base
562508	None	xlm_large+mdeb-v3+murili_base
844368	Political Hate	xlm_large+mdeb-v3+murili_base
355570	Abusive	xlm_large+mdeb-v3+murili_base
576652	Political Hate	xlm_large+mdeb-v3+murili_base
230254	Political Hate	xlm_large+mdeb-v3+murili_base
396913	None	xlm_large+mdeb-v3+murili_base
160607	None	xlm_large+mdeb-v3+murili_base
775615	None	xlm_large+mdeb-v3+murili_base
634523	Political Hate	xlm_large+mdeb-v3+murili_base
313291	Abusive	xlm_large+mdeb-v3+murili_base
631046	Abusive	xlm_large+mdeb-v3+murili_base
550426	Political Hate	xlm_large+mdeb-v3+murili_base
807498	None	xlm_large+mdeb-v3+murili_base
388081	None	xlm_large+mdeb-v3+murili_base
532701	None	xlm_large+mdeb-v3+murili_base
506934	None	xlm_large+mdeb-v3+murili_base
322440	None	xlm_large+mdeb-v3+murili_base
507780	None	xlm_large+mdeb-v3+murili_base
133106	Political Hate	xlm_large+mdeb-v3+murili_base
584019	Political Hate	xlm_large+mdeb-v3+murili_base
474793	None	xlm_large+mdeb-v3+murili_base
890928	None	xlm_large+mdeb-v3+murili_base
888703	None	xlm_large+mdeb-v3+murili_base
391227	Religious Hate	xlm_large+mdeb-v3+murili_base
511127	None	xlm_large+mdeb-v3+murili_base
507374	None	xlm_large+mdeb-v3+murili_base
680347	None	xlm_large+mdeb-v3+murili_base
63627	None	xlm_large+mdeb-v3+murili_base
903197	Abusive	xlm_large+mdeb-v3+murili_base
938868	None	xlm_large+mdeb-v3+murili_base
675732	None	xlm_large+mdeb-v3+murili_base
482546	Abusive	xlm_large+mdeb-v3+murili_base
675440	None	xlm_large+mdeb-v3+murili_base
115168	None	xlm_large+mdeb-v3+murili_base
352533	Political Hate	xlm_large+mdeb-v3+murili_base
630861	Abusive	xlm_large+mdeb-v3+murili_base
768879	Abusive	xlm_large+mdeb-v3+murili_base
882539	None	xlm_large+mdeb-v3+murili_base
558518	None	xlm_large+mdeb-v3+murili_base
937312	None	xlm_large+mdeb-v3+murili_base
422059	None	xlm_large+mdeb-v3+murili_base
416662	None	xlm_large+mdeb-v3+murili_base
632696	Abusive	xlm_large+mdeb-v3+murili_base
203962	None	xlm_large+mdeb-v3+murili_base
857709	None	xlm_large+mdeb-v3+murili_base
793617	Abusive	xlm_large+mdeb-v3+murili_base
486353	None	xlm_large+mdeb-v3+murili_base
635854	None	xlm_large+mdeb-v3+murili_base
84223	None	xlm_large+mdeb-v3+murili_base
150930	None	xlm_large+mdeb-v3+murili_base
156149	None	xlm_large+mdeb-v3+murili_base
772243	Political Hate	xlm_large+mdeb-v3+murili_base
644418	None	xlm_large+mdeb-v3+murili_base
723392	Abusive	xlm_large+mdeb-v3+murili_base
717266	None	xlm_large+mdeb-v3+murili_base
75367	Religious Hate	xlm_large+mdeb-v3+murili_base
398304	None	xlm_large+mdeb-v3+murili_base
350619	None	xlm_large+mdeb-v3+murili_base
633361	Abusive	xlm_large+mdeb-v3+murili_base
545400	None	xlm_large+mdeb-v3+murili_base
184710	Religious Hate	xlm_large+mdeb-v3+murili_base
126450	None	xlm_large+mdeb-v3+murili_base
157874	Abusive	xlm_large+mdeb-v3+murili_base
268695	None	xlm_large+mdeb-v3+murili_base
443262	Profane	xlm_large+mdeb-v3+murili_base
405050	Abusive	xlm_large+mdeb-v3+murili_base
475199	None	xlm_large+mdeb-v3+murili_base
909906	None	xlm_large+mdeb-v3+murili_base
619424	Profane	xlm_large+mdeb-v3+murili_base
338317	Political Hate	xlm_large+mdeb-v3+murili_base
208842	Abusive	xlm_large+mdeb-v3+murili_base
297713	Political Hate	xlm_large+mdeb-v3+murili_base
198549	Political Hate	xlm_large+mdeb-v3+murili_base
240451	None	xlm_large+mdeb-v3+murili_base
432313	None	xlm_large+mdeb-v3+murili_base
556009	Profane	xlm_large+mdeb-v3+murili_base
291078	None	xlm_large+mdeb-v3+murili_base
647866	None	xlm_large+mdeb-v3+murili_base
885374	Abusive	xlm_large+mdeb-v3+murili_base
149363	None	xlm_large+mdeb-v3+murili_base
169573	None	xlm_large+mdeb-v3+murili_base
456507	Abusive	xlm_large+mdeb-v3+murili_base
589233	None	xlm_large+mdeb-v3+murili_base
112377	None	xlm_large+mdeb-v3+murili_base
831724	Abusive	xlm_large+mdeb-v3+murili_base
5407	None	xlm_large+mdeb-v3+murili_base
15943	Political Hate	xlm_large+mdeb-v3+murili_base
741246	None	xlm_large+mdeb-v3+murili_base
61405	None	xlm_large+mdeb-v3+murili_base
915869	None	xlm_large+mdeb-v3+murili_base
511267	None	xlm_large+mdeb-v3+murili_base
1471	None	xlm_large+mdeb-v3+murili_base
367605	Religious Hate	xlm_large+mdeb-v3+murili_base
174842	Abusive	xlm_large+mdeb-v3+murili_base
137391	Abusive	xlm_large+mdeb-v3+murili_base
840729	None	xlm_large+mdeb-v3+murili_base
416127	Profane	xlm_large+mdeb-v3+murili_base
330333	Abusive	xlm_large+mdeb-v3+murili_base
670421	Abusive	xlm_large+mdeb-v3+murili_base
242499	None	xlm_large+mdeb-v3+murili_base
144117	None	xlm_large+mdeb-v3+murili_base
639424	Abusive	xlm_large+mdeb-v3+murili_base
394368	Religious Hate	xlm_large+mdeb-v3+murili_base
291259	Abusive	xlm_large+mdeb-v3+murili_base
142509	None	xlm_large+mdeb-v3+murili_base
226408	Profane	xlm_large+mdeb-v3+murili_base
486351	None	xlm_large+mdeb-v3+murili_base
865343	None	xlm_large+mdeb-v3+murili_base
490548	Abusive	xlm_large+mdeb-v3+murili_base
430804	None	xlm_large+mdeb-v3+murili_base
292631	None	xlm_large+mdeb-v3+murili_base
399708	None	xlm_large+mdeb-v3+murili_base
62074	None	xlm_large+mdeb-v3+murili_base
277817	None	xlm_large+mdeb-v3+murili_base
451449	None	xlm_large+mdeb-v3+murili_base
937837	None	xlm_large+mdeb-v3+murili_base
69996	Political Hate	xlm_large+mdeb-v3+murili_base
472779	None	xlm_large+mdeb-v3+murili_base
593869	Political Hate	xlm_large+mdeb-v3+murili_base
113374	None	xlm_large+mdeb-v3+murili_base
295098	None	xlm_large+mdeb-v3+murili_base
688164	None	xlm_large+mdeb-v3+murili_base
754307	Religious Hate	xlm_large+mdeb-v3+murili_base
185344	Abusive	xlm_large+mdeb-v3+murili_base
206819	None	xlm_large+mdeb-v3+murili_base
776128	Religious Hate	xlm_large+mdeb-v3+murili_base
438265	None	xlm_large+mdeb-v3+murili_base
586064	None	xlm_large+mdeb-v3+murili_base
588534	None	xlm_large+mdeb-v3+murili_base
863686	None	xlm_large+mdeb-v3+murili_base
694501	Abusive	xlm_large+mdeb-v3+murili_base
97900	None	xlm_large+mdeb-v3+murili_base
166900	Abusive	xlm_large+mdeb-v3+murili_base
109971	None	xlm_large+mdeb-v3+murili_base
497464	Abusive	xlm_large+mdeb-v3+murili_base
376477	None	xlm_large+mdeb-v3+murili_base
65718	None	xlm_large+mdeb-v3+murili_base
784043	Political Hate	xlm_large+mdeb-v3+murili_base
702897	None	xlm_large+mdeb-v3+murili_base
352371	None	xlm_large+mdeb-v3+murili_base
52223	None	xlm_large+mdeb-v3+murili_base
131128	None	xlm_large+mdeb-v3+murili_base
13831	Abusive	xlm_large+mdeb-v3+murili_base
148597	None	xlm_large+mdeb-v3+murili_base
60602	Abusive	xlm_large+mdeb-v3+murili_base
752509	Political Hate	xlm_large+mdeb-v3+murili_base
730085	None	xlm_large+mdeb-v3+murili_base
625048	None	xlm_large+mdeb-v3+murili_base
541629	None	xlm_large+mdeb-v3+murili_base
895206	Abusive	xlm_large+mdeb-v3+murili_base
725993	None	xlm_large+mdeb-v3+murili_base
296053	None	xlm_large+mdeb-v3+murili_base
240086	None	xlm_large+mdeb-v3+murili_base
106374	Abusive	xlm_large+mdeb-v3+murili_base
2358	None	xlm_large+mdeb-v3+murili_base
655996	None	xlm_large+mdeb-v3+murili_base
2640	Political Hate	xlm_large+mdeb-v3+murili_base
583695	Abusive	xlm_large+mdeb-v3+murili_base
740126	Abusive	xlm_large+mdeb-v3+murili_base
116038	None	xlm_large+mdeb-v3+murili_base
839438	None	xlm_large+mdeb-v3+murili_base
216777	Abusive	xlm_large+mdeb-v3+murili_base
717153	None	xlm_large+mdeb-v3+murili_base
628314	Profane	xlm_large+mdeb-v3+murili_base
49560	Abusive	xlm_large+mdeb-v3+murili_base
484546	None	xlm_large+mdeb-v3+murili_base
411292	Profane	xlm_large+mdeb-v3+murili_base
739397	None	xlm_large+mdeb-v3+murili_base
33049	Abusive	xlm_large+mdeb-v3+murili_base
234943	None	xlm_large+mdeb-v3+murili_base
85567	None	xlm_large+mdeb-v3+murili_base
898840	None	xlm_large+mdeb-v3+murili_base
110149	Abusive	xlm_large+mdeb-v3+murili_base
928802	Profane	xlm_large+mdeb-v3+murili_base
65232	Religious Hate	xlm_large+mdeb-v3+murili_base
609733	Abusive	xlm_large+mdeb-v3+murili_base
607110	None	xlm_large+mdeb-v3+murili_base
656146	None	xlm_large+mdeb-v3+murili_base
122819	None	xlm_large+mdeb-v3+murili_base
924773	Abusive	xlm_large+mdeb-v3+murili_base
855239	None	xlm_large+mdeb-v3+murili_base
455140	None	xlm_large+mdeb-v3+murili_base
172685	Political Hate	xlm_large+mdeb-v3+murili_base
705941	None	xlm_large+mdeb-v3+murili_base
317297	None	xlm_large+mdeb-v3+murili_base
637876	Political Hate	xlm_large+mdeb-v3+murili_base
198449	None	xlm_large+mdeb-v3+murili_base
822721	Religious Hate	xlm_large+mdeb-v3+murili_base
347419	Abusive	xlm_large+mdeb-v3+murili_base
503146	None	xlm_large+mdeb-v3+murili_base
601962	Profane	xlm_large+mdeb-v3+murili_base
847061	Profane	xlm_large+mdeb-v3+murili_base
449847	Abusive	xlm_large+mdeb-v3+murili_base
266272	None	xlm_large+mdeb-v3+murili_base
579593	Abusive	xlm_large+mdeb-v3+murili_base
696370	None	xlm_large+mdeb-v3+murili_base
282600	None	xlm_large+mdeb-v3+murili_base
901656	None	xlm_large+mdeb-v3+murili_base
348015	None	xlm_large+mdeb-v3+murili_base
436616	None	xlm_large+mdeb-v3+murili_base
257730	Political Hate	xlm_large+mdeb-v3+murili_base
662170	None	xlm_large+mdeb-v3+murili_base
385756	None	xlm_large+mdeb-v3+murili_base
359726	None	xlm_large+mdeb-v3+murili_base
660956	None	xlm_large+mdeb-v3+murili_base
767839	None	xlm_large+mdeb-v3+murili_base
104694	None	xlm_large+mdeb-v3+murili_base
939708	Abusive	xlm_large+mdeb-v3+murili_base
918343	None	xlm_large+mdeb-v3+murili_base
169088	None	xlm_large+mdeb-v3+murili_base
559219	Political Hate	xlm_large+mdeb-v3+murili_base
313940	Profane	xlm_large+mdeb-v3+murili_base
156518	None	xlm_large+mdeb-v3+murili_base
475465	Political Hate	xlm_large+mdeb-v3+murili_base
796521	None	xlm_large+mdeb-v3+murili_base
340667	None	xlm_large+mdeb-v3+murili_base
871730	None	xlm_large+mdeb-v3+murili_base
526989	None	xlm_large+mdeb-v3+murili_base
2000	Profane	xlm_large+mdeb-v3+murili_base
770360	None	xlm_large+mdeb-v3+murili_base
97016	None	xlm_large+mdeb-v3+murili_base
759827	None	xlm_large+mdeb-v3+murili_base
121027	Abusive	xlm_large+mdeb-v3+murili_base
398334	None	xlm_large+mdeb-v3+murili_base
88547	Abusive	xlm_large+mdeb-v3+murili_base
388063	Abusive	xlm_large+mdeb-v3+murili_base
584267	None	xlm_large+mdeb-v3+murili_base
199146	None	xlm_large+mdeb-v3+murili_base
862801	None	xlm_large+mdeb-v3+murili_base
