id	label	model
531585	None	microsoft/mdeberta-v3-base
905729	None	microsoft/mdeberta-v3-base
826344	None	microsoft/mdeberta-v3-base
622615	Organization	microsoft/mdeberta-v3-base
341026	Society	microsoft/mdeberta-v3-base
756812	None	microsoft/mdeberta-v3-base
446998	None	microsoft/mdeberta-v3-base
507755	None	microsoft/mdeberta-v3-base
252185	None	microsoft/mdeberta-v3-base
677872	Individual	microsoft/mdeberta-v3-base
573406	None	microsoft/mdeberta-v3-base
708512	None	microsoft/mdeberta-v3-base
35865	Organization	microsoft/mdeberta-v3-base
521314	None	microsoft/mdeberta-v3-base
629720	None	microsoft/mdeberta-v3-base
579590	None	microsoft/mdeberta-v3-base
420676	None	microsoft/mdeberta-v3-base
888468	Individual	microsoft/mdeberta-v3-base
507098	None	microsoft/mdeberta-v3-base
33791	None	microsoft/mdeberta-v3-base
628771	None	microsoft/mdeberta-v3-base
197579	Organization	microsoft/mdeberta-v3-base
228413	None	microsoft/mdeberta-v3-base
607208	Individual	microsoft/mdeberta-v3-base
482851	Individual	microsoft/mdeberta-v3-base
641065	None	microsoft/mdeberta-v3-base
154089	None	microsoft/mdeberta-v3-base
21246	None	microsoft/mdeberta-v3-base
99970	None	microsoft/mdeberta-v3-base
243706	Community	microsoft/mdeberta-v3-base
366232	None	microsoft/mdeberta-v3-base
799431	None	microsoft/mdeberta-v3-base
151836	Individual	microsoft/mdeberta-v3-base
384383	None	microsoft/mdeberta-v3-base
430350	Individual	microsoft/mdeberta-v3-base
321512	None	microsoft/mdeberta-v3-base
791877	None	microsoft/mdeberta-v3-base
369126	Community	microsoft/mdeberta-v3-base
769210	None	microsoft/mdeberta-v3-base
389866	None	microsoft/mdeberta-v3-base
124392	None	microsoft/mdeberta-v3-base
111565	Community	microsoft/mdeberta-v3-base
87928	Organization	microsoft/mdeberta-v3-base
507897	Individual	microsoft/mdeberta-v3-base
284276	None	microsoft/mdeberta-v3-base
211557	Organization	microsoft/mdeberta-v3-base
407528	Community	microsoft/mdeberta-v3-base
656024	None	microsoft/mdeberta-v3-base
163256	Community	microsoft/mdeberta-v3-base
701482	None	microsoft/mdeberta-v3-base
28613	None	microsoft/mdeberta-v3-base
393451	None	microsoft/mdeberta-v3-base
130986	None	microsoft/mdeberta-v3-base
47847	Society	microsoft/mdeberta-v3-base
474831	Community	microsoft/mdeberta-v3-base
262358	Organization	microsoft/mdeberta-v3-base
809182	None	microsoft/mdeberta-v3-base
912597	None	microsoft/mdeberta-v3-base
491193	None	microsoft/mdeberta-v3-base
605569	None	microsoft/mdeberta-v3-base
380424	None	microsoft/mdeberta-v3-base
603456	Individual	microsoft/mdeberta-v3-base
107100	Organization	microsoft/mdeberta-v3-base
626831	None	microsoft/mdeberta-v3-base
447213	None	microsoft/mdeberta-v3-base
697862	None	microsoft/mdeberta-v3-base
91497	None	microsoft/mdeberta-v3-base
652526	None	microsoft/mdeberta-v3-base
24792	None	microsoft/mdeberta-v3-base
571083	Individual	microsoft/mdeberta-v3-base
890268	Individual	microsoft/mdeberta-v3-base
5297	None	microsoft/mdeberta-v3-base
920594	Individual	microsoft/mdeberta-v3-base
172944	Community	microsoft/mdeberta-v3-base
624079	None	microsoft/mdeberta-v3-base
770329	None	microsoft/mdeberta-v3-base
692607	Community	microsoft/mdeberta-v3-base
3052	None	microsoft/mdeberta-v3-base
844455	Individual	microsoft/mdeberta-v3-base
814896	Society	microsoft/mdeberta-v3-base
110591	Organization	microsoft/mdeberta-v3-base
180575	None	microsoft/mdeberta-v3-base
254322	None	microsoft/mdeberta-v3-base
574720	None	microsoft/mdeberta-v3-base
622377	None	microsoft/mdeberta-v3-base
623083	Organization	microsoft/mdeberta-v3-base
668718	Community	microsoft/mdeberta-v3-base
633172	None	microsoft/mdeberta-v3-base
6790	None	microsoft/mdeberta-v3-base
850984	Organization	microsoft/mdeberta-v3-base
500524	Organization	microsoft/mdeberta-v3-base
581344	None	microsoft/mdeberta-v3-base
654769	None	microsoft/mdeberta-v3-base
706547	None	microsoft/mdeberta-v3-base
603782	None	microsoft/mdeberta-v3-base
302171	None	microsoft/mdeberta-v3-base
744717	None	microsoft/mdeberta-v3-base
512972	None	microsoft/mdeberta-v3-base
781353	None	microsoft/mdeberta-v3-base
384814	None	microsoft/mdeberta-v3-base
15032	None	microsoft/mdeberta-v3-base
251425	Organization	microsoft/mdeberta-v3-base
813466	None	microsoft/mdeberta-v3-base
675844	None	microsoft/mdeberta-v3-base
2583	Society	microsoft/mdeberta-v3-base
659227	None	microsoft/mdeberta-v3-base
169886	None	microsoft/mdeberta-v3-base
381979	Society	microsoft/mdeberta-v3-base
299641	None	microsoft/mdeberta-v3-base
704171	None	microsoft/mdeberta-v3-base
618279	Community	microsoft/mdeberta-v3-base
641060	None	microsoft/mdeberta-v3-base
562096	None	microsoft/mdeberta-v3-base
318122	Individual	microsoft/mdeberta-v3-base
451639	None	microsoft/mdeberta-v3-base
653504	None	microsoft/mdeberta-v3-base
144836	Society	microsoft/mdeberta-v3-base
426811	Society	microsoft/mdeberta-v3-base
399359	None	microsoft/mdeberta-v3-base
610564	Organization	microsoft/mdeberta-v3-base
246780	None	microsoft/mdeberta-v3-base
838887	None	microsoft/mdeberta-v3-base
144994	None	microsoft/mdeberta-v3-base
854277	None	microsoft/mdeberta-v3-base
865313	None	microsoft/mdeberta-v3-base
578428	None	microsoft/mdeberta-v3-base
187917	None	microsoft/mdeberta-v3-base
348388	Organization	microsoft/mdeberta-v3-base
741123	None	microsoft/mdeberta-v3-base
634544	None	microsoft/mdeberta-v3-base
778366	Individual	microsoft/mdeberta-v3-base
441000	None	microsoft/mdeberta-v3-base
377994	None	microsoft/mdeberta-v3-base
362805	Community	microsoft/mdeberta-v3-base
12475	None	microsoft/mdeberta-v3-base
460383	Society	microsoft/mdeberta-v3-base
870913	Individual	microsoft/mdeberta-v3-base
2715	None	microsoft/mdeberta-v3-base
921356	None	microsoft/mdeberta-v3-base
196647	Organization	microsoft/mdeberta-v3-base
824151	None	microsoft/mdeberta-v3-base
382540	Organization	microsoft/mdeberta-v3-base
1087	Organization	microsoft/mdeberta-v3-base
380610	None	microsoft/mdeberta-v3-base
416517	None	microsoft/mdeberta-v3-base
456028	Individual	microsoft/mdeberta-v3-base
431471	None	microsoft/mdeberta-v3-base
453235	Organization	microsoft/mdeberta-v3-base
927587	None	microsoft/mdeberta-v3-base
422259	None	microsoft/mdeberta-v3-base
896697	None	microsoft/mdeberta-v3-base
42562	None	microsoft/mdeberta-v3-base
197313	Individual	microsoft/mdeberta-v3-base
690302	Organization	microsoft/mdeberta-v3-base
925174	None	microsoft/mdeberta-v3-base
535584	Individual	microsoft/mdeberta-v3-base
931365	None	microsoft/mdeberta-v3-base
227393	Individual	microsoft/mdeberta-v3-base
329379	None	microsoft/mdeberta-v3-base
56445	None	microsoft/mdeberta-v3-base
546158	Organization	microsoft/mdeberta-v3-base
258725	None	microsoft/mdeberta-v3-base
175825	None	microsoft/mdeberta-v3-base
937532	None	microsoft/mdeberta-v3-base
833099	None	microsoft/mdeberta-v3-base
321436	None	microsoft/mdeberta-v3-base
755018	None	microsoft/mdeberta-v3-base
798262	Organization	microsoft/mdeberta-v3-base
866278	None	microsoft/mdeberta-v3-base
210321	Organization	microsoft/mdeberta-v3-base
363164	None	microsoft/mdeberta-v3-base
370542	None	microsoft/mdeberta-v3-base
132703	None	microsoft/mdeberta-v3-base
601946	Society	microsoft/mdeberta-v3-base
897150	None	microsoft/mdeberta-v3-base
256376	None	microsoft/mdeberta-v3-base
240015	None	microsoft/mdeberta-v3-base
259547	Individual	microsoft/mdeberta-v3-base
67131	Individual	microsoft/mdeberta-v3-base
923885	Individual	microsoft/mdeberta-v3-base
226135	None	microsoft/mdeberta-v3-base
662300	None	microsoft/mdeberta-v3-base
677456	Organization	microsoft/mdeberta-v3-base
485008	Community	microsoft/mdeberta-v3-base
529942	Organization	microsoft/mdeberta-v3-base
914346	None	microsoft/mdeberta-v3-base
298173	Organization	microsoft/mdeberta-v3-base
446809	None	microsoft/mdeberta-v3-base
671424	None	microsoft/mdeberta-v3-base
793955	Society	microsoft/mdeberta-v3-base
157776	Organization	microsoft/mdeberta-v3-base
283469	Individual	microsoft/mdeberta-v3-base
206317	None	microsoft/mdeberta-v3-base
33066	None	microsoft/mdeberta-v3-base
36214	Organization	microsoft/mdeberta-v3-base
683112	None	microsoft/mdeberta-v3-base
831416	Community	microsoft/mdeberta-v3-base
473865	None	microsoft/mdeberta-v3-base
783655	Society	microsoft/mdeberta-v3-base
344565	None	microsoft/mdeberta-v3-base
240377	None	microsoft/mdeberta-v3-base
205517	None	microsoft/mdeberta-v3-base
624990	None	microsoft/mdeberta-v3-base
114646	Individual	microsoft/mdeberta-v3-base
860260	Organization	microsoft/mdeberta-v3-base
321233	None	microsoft/mdeberta-v3-base
287639	Organization	microsoft/mdeberta-v3-base
698525	None	microsoft/mdeberta-v3-base
640865	None	microsoft/mdeberta-v3-base
493551	None	microsoft/mdeberta-v3-base
329369	None	microsoft/mdeberta-v3-base
687000	Individual	microsoft/mdeberta-v3-base
938515	None	microsoft/mdeberta-v3-base
71327	Community	microsoft/mdeberta-v3-base
82872	Organization	microsoft/mdeberta-v3-base
564549	None	microsoft/mdeberta-v3-base
93050	Individual	microsoft/mdeberta-v3-base
684599	None	microsoft/mdeberta-v3-base
923214	None	microsoft/mdeberta-v3-base
712666	None	microsoft/mdeberta-v3-base
516447	None	microsoft/mdeberta-v3-base
789503	None	microsoft/mdeberta-v3-base
126197	Organization	microsoft/mdeberta-v3-base
83510	None	microsoft/mdeberta-v3-base
693378	None	microsoft/mdeberta-v3-base
766830	Community	microsoft/mdeberta-v3-base
917369	Individual	microsoft/mdeberta-v3-base
140689	Community	microsoft/mdeberta-v3-base
828319	None	microsoft/mdeberta-v3-base
441784	None	microsoft/mdeberta-v3-base
584069	None	microsoft/mdeberta-v3-base
595722	None	microsoft/mdeberta-v3-base
587975	Individual	microsoft/mdeberta-v3-base
737847	Community	microsoft/mdeberta-v3-base
355260	None	microsoft/mdeberta-v3-base
208807	None	microsoft/mdeberta-v3-base
698527	None	microsoft/mdeberta-v3-base
342704	None	microsoft/mdeberta-v3-base
281083	None	microsoft/mdeberta-v3-base
594110	Individual	microsoft/mdeberta-v3-base
208175	Individual	microsoft/mdeberta-v3-base
536181	None	microsoft/mdeberta-v3-base
562508	None	microsoft/mdeberta-v3-base
844368	Organization	microsoft/mdeberta-v3-base
355570	Individual	microsoft/mdeberta-v3-base
576652	Individual	microsoft/mdeberta-v3-base
230254	Individual	microsoft/mdeberta-v3-base
396913	None	microsoft/mdeberta-v3-base
160607	None	microsoft/mdeberta-v3-base
775615	None	microsoft/mdeberta-v3-base
634523	Organization	microsoft/mdeberta-v3-base
313291	Individual	microsoft/mdeberta-v3-base
631046	Individual	microsoft/mdeberta-v3-base
550426	Individual	microsoft/mdeberta-v3-base
807498	None	microsoft/mdeberta-v3-base
388081	None	microsoft/mdeberta-v3-base
532701	None	microsoft/mdeberta-v3-base
506934	None	microsoft/mdeberta-v3-base
322440	None	microsoft/mdeberta-v3-base
507780	None	microsoft/mdeberta-v3-base
133106	Organization	microsoft/mdeberta-v3-base
584019	Individual	microsoft/mdeberta-v3-base
474793	None	microsoft/mdeberta-v3-base
890928	None	microsoft/mdeberta-v3-base
888703	None	microsoft/mdeberta-v3-base
391227	None	microsoft/mdeberta-v3-base
511127	None	microsoft/mdeberta-v3-base
507374	None	microsoft/mdeberta-v3-base
680347	None	microsoft/mdeberta-v3-base
63627	None	microsoft/mdeberta-v3-base
903197	None	microsoft/mdeberta-v3-base
938868	None	microsoft/mdeberta-v3-base
675732	None	microsoft/mdeberta-v3-base
482546	None	microsoft/mdeberta-v3-base
675440	None	microsoft/mdeberta-v3-base
115168	None	microsoft/mdeberta-v3-base
352533	Individual	microsoft/mdeberta-v3-base
630861	Individual	microsoft/mdeberta-v3-base
768879	Society	microsoft/mdeberta-v3-base
882539	None	microsoft/mdeberta-v3-base
558518	None	microsoft/mdeberta-v3-base
937312	None	microsoft/mdeberta-v3-base
422059	None	microsoft/mdeberta-v3-base
416662	None	microsoft/mdeberta-v3-base
632696	Community	microsoft/mdeberta-v3-base
203962	None	microsoft/mdeberta-v3-base
857709	None	microsoft/mdeberta-v3-base
793617	Community	microsoft/mdeberta-v3-base
486353	None	microsoft/mdeberta-v3-base
635854	None	microsoft/mdeberta-v3-base
84223	None	microsoft/mdeberta-v3-base
150930	None	microsoft/mdeberta-v3-base
156149	None	microsoft/mdeberta-v3-base
772243	Individual	microsoft/mdeberta-v3-base
644418	None	microsoft/mdeberta-v3-base
723392	None	microsoft/mdeberta-v3-base
717266	None	microsoft/mdeberta-v3-base
75367	Community	microsoft/mdeberta-v3-base
398304	None	microsoft/mdeberta-v3-base
350619	None	microsoft/mdeberta-v3-base
633361	None	microsoft/mdeberta-v3-base
545400	None	microsoft/mdeberta-v3-base
184710	Individual	microsoft/mdeberta-v3-base
126450	None	microsoft/mdeberta-v3-base
157874	Community	microsoft/mdeberta-v3-base
268695	None	microsoft/mdeberta-v3-base
443262	Organization	microsoft/mdeberta-v3-base
405050	Organization	microsoft/mdeberta-v3-base
475199	None	microsoft/mdeberta-v3-base
909906	None	microsoft/mdeberta-v3-base
619424	Individual	microsoft/mdeberta-v3-base
338317	Individual	microsoft/mdeberta-v3-base
208842	Community	microsoft/mdeberta-v3-base
297713	Organization	microsoft/mdeberta-v3-base
198549	Individual	microsoft/mdeberta-v3-base
240451	None	microsoft/mdeberta-v3-base
432313	None	microsoft/mdeberta-v3-base
556009	Individual	microsoft/mdeberta-v3-base
291078	None	microsoft/mdeberta-v3-base
647866	None	microsoft/mdeberta-v3-base
885374	Society	microsoft/mdeberta-v3-base
149363	None	microsoft/mdeberta-v3-base
169573	None	microsoft/mdeberta-v3-base
456507	Community	microsoft/mdeberta-v3-base
589233	None	microsoft/mdeberta-v3-base
112377	None	microsoft/mdeberta-v3-base
831724	Individual	microsoft/mdeberta-v3-base
5407	None	microsoft/mdeberta-v3-base
15943	Organization	microsoft/mdeberta-v3-base
741246	None	microsoft/mdeberta-v3-base
61405	None	microsoft/mdeberta-v3-base
915869	None	microsoft/mdeberta-v3-base
511267	None	microsoft/mdeberta-v3-base
1471	None	microsoft/mdeberta-v3-base
367605	Community	microsoft/mdeberta-v3-base
174842	None	microsoft/mdeberta-v3-base
137391	None	microsoft/mdeberta-v3-base
840729	Individual	microsoft/mdeberta-v3-base
416127	Individual	microsoft/mdeberta-v3-base
330333	Individual	microsoft/mdeberta-v3-base
670421	Community	microsoft/mdeberta-v3-base
242499	Individual	microsoft/mdeberta-v3-base
144117	None	microsoft/mdeberta-v3-base
639424	Individual	microsoft/mdeberta-v3-base
394368	Community	microsoft/mdeberta-v3-base
291259	Society	microsoft/mdeberta-v3-base
142509	None	microsoft/mdeberta-v3-base
226408	Community	microsoft/mdeberta-v3-base
486351	None	microsoft/mdeberta-v3-base
865343	None	microsoft/mdeberta-v3-base
490548	Society	microsoft/mdeberta-v3-base
430804	None	microsoft/mdeberta-v3-base
292631	None	microsoft/mdeberta-v3-base
399708	None	microsoft/mdeberta-v3-base
62074	None	microsoft/mdeberta-v3-base
277817	None	microsoft/mdeberta-v3-base
451449	None	microsoft/mdeberta-v3-base
937837	None	microsoft/mdeberta-v3-base
69996	Organization	microsoft/mdeberta-v3-base
472779	None	microsoft/mdeberta-v3-base
593869	Organization	microsoft/mdeberta-v3-base
113374	None	microsoft/mdeberta-v3-base
295098	None	microsoft/mdeberta-v3-base
688164	None	microsoft/mdeberta-v3-base
754307	Community	microsoft/mdeberta-v3-base
185344	Individual	microsoft/mdeberta-v3-base
206819	None	microsoft/mdeberta-v3-base
776128	Community	microsoft/mdeberta-v3-base
438265	None	microsoft/mdeberta-v3-base
586064	None	microsoft/mdeberta-v3-base
588534	None	microsoft/mdeberta-v3-base
863686	None	microsoft/mdeberta-v3-base
694501	Community	microsoft/mdeberta-v3-base
97900	None	microsoft/mdeberta-v3-base
166900	None	microsoft/mdeberta-v3-base
109971	None	microsoft/mdeberta-v3-base
497464	None	microsoft/mdeberta-v3-base
376477	None	microsoft/mdeberta-v3-base
65718	None	microsoft/mdeberta-v3-base
784043	Organization	microsoft/mdeberta-v3-base
702897	None	microsoft/mdeberta-v3-base
352371	None	microsoft/mdeberta-v3-base
52223	None	microsoft/mdeberta-v3-base
131128	None	microsoft/mdeberta-v3-base
13831	Society	microsoft/mdeberta-v3-base
148597	None	microsoft/mdeberta-v3-base
60602	None	microsoft/mdeberta-v3-base
752509	Society	microsoft/mdeberta-v3-base
730085	None	microsoft/mdeberta-v3-base
625048	None	microsoft/mdeberta-v3-base
541629	None	microsoft/mdeberta-v3-base
895206	Individual	microsoft/mdeberta-v3-base
725993	None	microsoft/mdeberta-v3-base
296053	None	microsoft/mdeberta-v3-base
240086	None	microsoft/mdeberta-v3-base
106374	Organization	microsoft/mdeberta-v3-base
2358	None	microsoft/mdeberta-v3-base
655996	None	microsoft/mdeberta-v3-base
2640	Organization	microsoft/mdeberta-v3-base
583695	Organization	microsoft/mdeberta-v3-base
740126	Community	microsoft/mdeberta-v3-base
116038	Individual	microsoft/mdeberta-v3-base
839438	None	microsoft/mdeberta-v3-base
216777	Individual	microsoft/mdeberta-v3-base
717153	None	microsoft/mdeberta-v3-base
628314	Individual	microsoft/mdeberta-v3-base
49560	Society	microsoft/mdeberta-v3-base
484546	None	microsoft/mdeberta-v3-base
411292	Community	microsoft/mdeberta-v3-base
739397	None	microsoft/mdeberta-v3-base
33049	Community	microsoft/mdeberta-v3-base
234943	None	microsoft/mdeberta-v3-base
85567	None	microsoft/mdeberta-v3-base
898840	None	microsoft/mdeberta-v3-base
110149	Community	microsoft/mdeberta-v3-base
928802	Individual	microsoft/mdeberta-v3-base
65232	None	microsoft/mdeberta-v3-base
609733	None	microsoft/mdeberta-v3-base
607110	None	microsoft/mdeberta-v3-base
656146	None	microsoft/mdeberta-v3-base
122819	None	microsoft/mdeberta-v3-base
924773	Society	microsoft/mdeberta-v3-base
855239	Individual	microsoft/mdeberta-v3-base
455140	None	microsoft/mdeberta-v3-base
172685	Organization	microsoft/mdeberta-v3-base
705941	None	microsoft/mdeberta-v3-base
317297	None	microsoft/mdeberta-v3-base
637876	Organization	microsoft/mdeberta-v3-base
198449	None	microsoft/mdeberta-v3-base
822721	Individual	microsoft/mdeberta-v3-base
347419	None	microsoft/mdeberta-v3-base
503146	None	microsoft/mdeberta-v3-base
601962	Individual	microsoft/mdeberta-v3-base
847061	Individual	microsoft/mdeberta-v3-base
449847	Community	microsoft/mdeberta-v3-base
266272	None	microsoft/mdeberta-v3-base
579593	None	microsoft/mdeberta-v3-base
696370	None	microsoft/mdeberta-v3-base
282600	None	microsoft/mdeberta-v3-base
901656	None	microsoft/mdeberta-v3-base
348015	None	microsoft/mdeberta-v3-base
436616	None	microsoft/mdeberta-v3-base
257730	Individual	microsoft/mdeberta-v3-base
662170	None	microsoft/mdeberta-v3-base
385756	None	microsoft/mdeberta-v3-base
359726	None	microsoft/mdeberta-v3-base
660956	None	microsoft/mdeberta-v3-base
767839	None	microsoft/mdeberta-v3-base
104694	None	microsoft/mdeberta-v3-base
939708	Individual	microsoft/mdeberta-v3-base
918343	None	microsoft/mdeberta-v3-base
169088	None	microsoft/mdeberta-v3-base
559219	Individual	microsoft/mdeberta-v3-base
313940	Society	microsoft/mdeberta-v3-base
156518	None	microsoft/mdeberta-v3-base
475465	Individual	microsoft/mdeberta-v3-base
796521	None	microsoft/mdeberta-v3-base
340667	None	microsoft/mdeberta-v3-base
871730	None	microsoft/mdeberta-v3-base
526989	None	microsoft/mdeberta-v3-base
2000	Individual	microsoft/mdeberta-v3-base
770360	None	microsoft/mdeberta-v3-base
97016	None	microsoft/mdeberta-v3-base
759827	None	microsoft/mdeberta-v3-base
121027	Community	microsoft/mdeberta-v3-base
398334	None	microsoft/mdeberta-v3-base
88547	Organization	microsoft/mdeberta-v3-base
388063	Society	microsoft/mdeberta-v3-base
584267	None	microsoft/mdeberta-v3-base
199146	None	microsoft/mdeberta-v3-base
862801	None	microsoft/mdeberta-v3-base
663203	Society	microsoft/mdeberta-v3-base
384078	None	microsoft/mdeberta-v3-base
674707	None	microsoft/mdeberta-v3-base
248801	None	microsoft/mdeberta-v3-base
434904	None	microsoft/mdeberta-v3-base
892832	None	microsoft/mdeberta-v3-base
849635	None	microsoft/mdeberta-v3-base
357655	None	microsoft/mdeberta-v3-base
38822	Individual	microsoft/mdeberta-v3-base
15868	None	microsoft/mdeberta-v3-base
92875	None	microsoft/mdeberta-v3-base
881948	None	microsoft/mdeberta-v3-base
930602	None	microsoft/mdeberta-v3-base
297212	None	microsoft/mdeberta-v3-base
720687	None	microsoft/mdeberta-v3-base
129760	None	microsoft/mdeberta-v3-base
195054	Organization	microsoft/mdeberta-v3-base
109394	None	microsoft/mdeberta-v3-base
869427	Individual	microsoft/mdeberta-v3-base
916439	Individual	microsoft/mdeberta-v3-base
137360	None	microsoft/mdeberta-v3-base
617422	None	microsoft/mdeberta-v3-base
78119	None	microsoft/mdeberta-v3-base
723502	None	microsoft/mdeberta-v3-base
478562	Community	microsoft/mdeberta-v3-base
65211	Organization	microsoft/mdeberta-v3-base
509559	None	microsoft/mdeberta-v3-base
326033	Individual	microsoft/mdeberta-v3-base
863542	Organization	microsoft/mdeberta-v3-base
700913	Individual	microsoft/mdeberta-v3-base
674516	None	microsoft/mdeberta-v3-base
559600	Individual	microsoft/mdeberta-v3-base
503290	None	microsoft/mdeberta-v3-base
896878	None	microsoft/mdeberta-v3-base
134107	None	microsoft/mdeberta-v3-base
249718	None	microsoft/mdeberta-v3-base
163349	None	microsoft/mdeberta-v3-base
401513	None	microsoft/mdeberta-v3-base
650595	Individual	microsoft/mdeberta-v3-base
752284	None	microsoft/mdeberta-v3-base
865890	None	microsoft/mdeberta-v3-base
186435	None	microsoft/mdeberta-v3-base
373339	None	microsoft/mdeberta-v3-base
286709	None	microsoft/mdeberta-v3-base
643016	None	microsoft/mdeberta-v3-base
27134	None	microsoft/mdeberta-v3-base
593062	None	microsoft/mdeberta-v3-base
676443	None	microsoft/mdeberta-v3-base
614707	None	microsoft/mdeberta-v3-base
61510	Organization	microsoft/mdeberta-v3-base
153559	None	microsoft/mdeberta-v3-base
433441	None	microsoft/mdeberta-v3-base
216305	Organization	microsoft/mdeberta-v3-base
910124	None	microsoft/mdeberta-v3-base
620809	Individual	microsoft/mdeberta-v3-base
932421	Community	microsoft/mdeberta-v3-base
425270	Individual	microsoft/mdeberta-v3-base
273781	None	microsoft/mdeberta-v3-base
187613	Individual	microsoft/mdeberta-v3-base
124364	None	microsoft/mdeberta-v3-base
877298	None	microsoft/mdeberta-v3-base
605600	Individual	microsoft/mdeberta-v3-base
349142	None	microsoft/mdeberta-v3-base
780477	None	microsoft/mdeberta-v3-base
850714	Individual	microsoft/mdeberta-v3-base
182549	Organization	microsoft/mdeberta-v3-base
591436	None	microsoft/mdeberta-v3-base
532973	None	microsoft/mdeberta-v3-base
254837	Individual	microsoft/mdeberta-v3-base
570134	None	microsoft/mdeberta-v3-base
600873	None	microsoft/mdeberta-v3-base
897692	Community	microsoft/mdeberta-v3-base
145602	None	microsoft/mdeberta-v3-base
674074	None	microsoft/mdeberta-v3-base
617154	Individual	microsoft/mdeberta-v3-base
131424	None	microsoft/mdeberta-v3-base
863095	None	microsoft/mdeberta-v3-base
753046	Society	microsoft/mdeberta-v3-base
889442	None	microsoft/mdeberta-v3-base
290088	None	microsoft/mdeberta-v3-base
158006	None	microsoft/mdeberta-v3-base
915317	None	microsoft/mdeberta-v3-base
928884	Individual	microsoft/mdeberta-v3-base
845497	Organization	microsoft/mdeberta-v3-base
337012	None	microsoft/mdeberta-v3-base
806329	None	microsoft/mdeberta-v3-base
513110	None	microsoft/mdeberta-v3-base
313334	None	microsoft/mdeberta-v3-base
843096	Individual	microsoft/mdeberta-v3-base
406040	None	microsoft/mdeberta-v3-base
436473	Society	microsoft/mdeberta-v3-base
864150	None	microsoft/mdeberta-v3-base
307617	Individual	microsoft/mdeberta-v3-base
486690	None	microsoft/mdeberta-v3-base
197326	Organization	microsoft/mdeberta-v3-base
